subject,block,trial,mu1,mu2,choice,reward,RT,higher_mean,chose_higher,mean_diff_abs,mean_diff_abs_cut,previous_choice,repeat_choice,switch_choice
23,10,4,0,10,2,11,343,2,TRUE,10,5 - 10,2,1,0
23,10,5,0,10,2,11,383,2,TRUE,10,5 - 10,2,1,0
23,10,6,0,10,2,9,368,2,TRUE,10,5 - 10,2,1,0
23,10,7,0,10,2,10,344,2,TRUE,10,5 - 10,2,1,0
23,10,8,0,10,2,10,432,2,TRUE,10,5 - 10,2,1,0
23,10,9,0,10,2,10,382,2,TRUE,10,5 - 10,2,1,0
23,10,10,0,10,2,10,399,2,TRUE,10,5 - 10,2,1,0
23,11,1,5,10,1,6,503,2,FALSE,5,< 5,NA,0,1
23,11,2,5,10,1,4,326,2,FALSE,5,< 5,1,1,0
23,11,3,5,10,2,10,333,2,TRUE,5,< 5,1,0,1
23,11,4,5,10,2,9,334,2,TRUE,5,< 5,2,1,0
23,11,5,5,10,2,10,358,2,TRUE,5,< 5,2,1,0
23,11,6,5,10,2,9,357,2,TRUE,5,< 5,2,1,0
23,11,7,5,10,2,9,359,2,TRUE,5,< 5,2,1,0
23,11,8,5,10,2,12,311,2,TRUE,5,< 5,2,1,0
23,11,9,5,10,2,11,315,2,TRUE,5,< 5,2,1,0
23,11,10,5,10,2,10,341,2,TRUE,5,< 5,2,1,0
23,12,1,-4,-1,2,-2,601,2,TRUE,3,< 5,NA,0,1
23,12,2,-4,-1,1,-5,424,2,FALSE,3,< 5,2,0,1
23,12,3,-4,-1,2,-2,360,2,TRUE,3,< 5,1,0,1
23,12,4,-4,-1,2,0,353,2,TRUE,3,< 5,2,1,0
23,12,5,-4,-1,2,0,350,2,TRUE,3,< 5,2,1,0
23,12,6,-4,-1,2,-1,383,2,TRUE,3,< 5,2,1,0
23,12,7,-4,-1,2,-1,375,2,TRUE,3,< 5,2,1,0
23,12,8,-4,-1,2,0,1135,2,TRUE,3,< 5,2,1,0
23,12,9,-4,-1,2,-2,406,2,TRUE,3,< 5,2,1,0
23,12,10,-4,-1,2,-2,393,2,TRUE,3,< 5,2,1,0
23,13,1,0,8,1,0,639,2,FALSE,8,5 - 10,NA,0,1
23,13,2,0,8,2,7,646,2,TRUE,8,5 - 10,1,0,1
23,13,3,0,8,2,9,463,2,TRUE,8,5 - 10,2,1,0
23,13,4,0,8,2,6,317,2,TRUE,8,5 - 10,2,1,0
23,13,5,0,8,2,8,367,2,TRUE,8,5 - 10,2,1,0
23,13,6,0,8,2,8,376,2,TRUE,8,5 - 10,2,1,0
23,13,7,0,8,2,9,411,2,TRUE,8,5 - 10,2,1,0
23,13,8,0,8,2,9,368,2,TRUE,8,5 - 10,2,1,0
23,13,9,0,8,2,7,351,2,TRUE,8,5 - 10,2,1,0
23,13,10,0,8,2,8,393,2,TRUE,8,5 - 10,2,1,0
23,14,1,-7,3,1,-8,721,2,FALSE,10,5 - 10,NA,0,1
23,14,2,-7,3,2,2,327,2,TRUE,10,5 - 10,1,0,1
23,14,3,-7,3,2,3,342,2,TRUE,10,5 - 10,2,1,0
23,14,4,-7,3,2,4,375,2,TRUE,10,5 - 10,2,1,0
23,14,5,-7,3,2,2,370,2,TRUE,10,5 - 10,2,1,0
23,14,6,-7,3,2,5,367,2,TRUE,10,5 - 10,2,1,0
23,14,7,-7,3,2,5,345,2,TRUE,10,5 - 10,2,1,0
23,14,8,-7,3,2,3,359,2,TRUE,10,5 - 10,2,1,0
23,14,9,-7,3,2,4,360,2,TRUE,10,5 - 10,2,1,0
23,14,10,-7,3,2,4,334,2,TRUE,10,5 - 10,2,1,0
23,15,1,-2,-3,2,-2,500,1,FALSE,1,< 5,NA,0,1
23,15,2,-2,-3,1,-1,384,1,TRUE,1,< 5,2,0,1
23,15,3,-2,-3,1,-1,343,1,TRUE,1,< 5,1,1,0
23,15,4,-2,-3,1,-2,425,1,TRUE,1,< 5,1,1,0
23,15,5,-2,-3,1,-1,407,1,TRUE,1,< 5,1,1,0
23,15,6,-2,-3,2,-4,347,1,FALSE,1,< 5,1,0,1
23,15,7,-2,-3,1,-2,382,1,TRUE,1,< 5,2,0,1
23,15,8,-2,-3,1,-4,385,1,TRUE,1,< 5,1,1,0
23,15,9,-2,-3,1,-2,1183,1,TRUE,1,< 5,1,1,0
23,15,10,-2,-3,1,-1,463,1,TRUE,1,< 5,1,1,0
23,16,1,2,3,1,3,395,2,FALSE,1,< 5,NA,0,1
23,16,2,2,3,2,2,1033,2,TRUE,1,< 5,1,0,1
23,16,3,2,3,2,2,1191,2,TRUE,1,< 5,2,1,0
23,16,4,2,3,1,3,399,2,FALSE,1,< 5,2,0,1
23,16,5,2,3,1,2,429,2,FALSE,1,< 5,1,1,0
23,16,6,2,3,2,1,1119,2,TRUE,1,< 5,1,0,1
23,16,7,2,3,1,1,416,2,FALSE,1,< 5,2,0,1
23,16,8,2,3,1,3,351,2,FALSE,1,< 5,1,1,0
23,16,9,2,3,2,2,390,2,TRUE,1,< 5,1,0,1
23,16,10,2,3,2,3,341,2,TRUE,1,< 5,2,1,0
23,17,1,-9,4,1,-10,544,2,FALSE,13,10 - 15,NA,0,1
23,17,2,-9,4,2,2,335,2,TRUE,13,10 - 15,1,0,1
23,17,3,-9,4,2,5,334,2,TRUE,13,10 - 15,2,1,0
23,17,4,-9,4,2,3,359,2,TRUE,13,10 - 15,2,1,0
23,17,5,-9,4,2,2,359,2,TRUE,13,10 - 15,2,1,0
23,17,6,-9,4,2,3,331,2,TRUE,13,10 - 15,2,1,0
23,17,7,-9,4,2,3,391,2,TRUE,13,10 - 15,2,1,0
23,17,8,-9,4,2,4,391,2,TRUE,13,10 - 15,2,1,0
23,17,9,-9,4,2,3,391,2,TRUE,13,10 - 15,2,1,0
23,17,10,-9,4,2,4,357,2,TRUE,13,10 - 15,2,1,0
23,18,1,5,6,2,5,544,2,TRUE,1,< 5,NA,0,1
23,18,2,5,6,1,7,703,2,FALSE,1,< 5,2,0,1
23,18,3,5,6,1,5,487,2,FALSE,1,< 5,1,1,0
23,18,4,5,6,2,8,503,2,TRUE,1,< 5,1,0,1
23,18,5,5,6,2,7,373,2,TRUE,1,< 5,2,1,0
23,18,6,5,6,2,5,357,2,TRUE,1,< 5,2,1,0
23,18,7,5,6,2,7,381,2,TRUE,1,< 5,2,1,0
23,18,8,5,6,1,7,367,2,FALSE,1,< 5,2,0,1
23,18,9,5,6,1,4,398,2,FALSE,1,< 5,1,1,0
23,18,10,5,6,1,6,391,2,FALSE,1,< 5,1,1,0
23,19,1,1,-11,2,-12,768,1,FALSE,12,10 - 15,NA,0,1
23,19,2,1,-11,1,1,942,1,TRUE,12,10 - 15,2,0,1
23,19,3,1,-11,1,2,383,1,TRUE,12,10 - 15,1,1,0
23,19,4,1,-11,1,3,344,1,TRUE,12,10 - 15,1,1,0
23,19,5,1,-11,1,1,431,1,TRUE,12,10 - 15,1,1,0
23,19,6,1,-11,1,3,374,1,TRUE,12,10 - 15,1,1,0
23,19,7,1,-11,1,0,383,1,TRUE,12,10 - 15,1,1,0
23,19,8,1,-11,1,1,429,1,TRUE,12,10 - 15,1,1,0
23,19,9,1,-11,1,2,400,1,TRUE,12,10 - 15,1,1,0
23,19,10,1,-11,1,1,347,1,TRUE,12,10 - 15,1,1,0
23,20,1,-11,-10,1,-9,432,2,FALSE,1,< 5,NA,0,1
23,20,2,-11,-10,2,-10,1062,2,TRUE,1,< 5,1,0,1
23,20,3,-11,-10,1,-10,479,2,FALSE,1,< 5,2,0,1
23,20,4,-11,-10,1,-12,359,2,FALSE,1,< 5,1,1,0
23,20,5,-11,-10,2,-12,1135,2,TRUE,1,< 5,1,0,1
23,20,6,-11,-10,2,-9,431,2,TRUE,1,< 5,2,1,0
23,20,7,-11,-10,2,-11,416,2,TRUE,1,< 5,2,1,0
23,20,8,-11,-10,1,-12,366,2,FALSE,1,< 5,2,0,1
23,20,9,-11,-10,1,-11,349,2,FALSE,1,< 5,1,1,0
23,20,10,-11,-10,1,-12,411,2,FALSE,1,< 5,1,1,0
24,1,1,12,6,1,12,945,1,TRUE,6,5 - 10,NA,0,1
24,1,2,12,6,2,5,492,1,FALSE,6,5 - 10,1,0,1
24,1,3,12,6,2,6,391,1,FALSE,6,5 - 10,2,1,0
24,1,4,12,6,1,13,783,1,TRUE,6,5 - 10,2,0,1
24,1,5,12,6,1,11,391,1,TRUE,6,5 - 10,1,1,0
24,1,6,12,6,1,14,375,1,TRUE,6,5 - 10,1,1,0
24,1,7,12,6,1,13,416,1,TRUE,6,5 - 10,1,1,0
24,1,8,12,6,1,12,422,1,TRUE,6,5 - 10,1,1,0
24,1,9,12,6,1,10,416,1,TRUE,6,5 - 10,1,1,0
24,1,10,12,6,1,13,375,1,TRUE,6,5 - 10,1,1,0
24,2,1,-4,-5,2,-3,576,1,FALSE,1,< 5,NA,0,1
24,2,2,-4,-5,1,-1,574,1,TRUE,1,< 5,2,0,1
24,2,3,-4,-5,1,-1,464,1,TRUE,1,< 5,1,1,0
24,2,4,-4,-5,1,-3,326,1,TRUE,1,< 5,1,1,0
24,2,5,-4,-5,2,-4,575,1,FALSE,1,< 5,1,0,1
24,2,6,-4,-5,1,-5,423,1,TRUE,1,< 5,2,0,1
24,2,7,-4,-5,2,-6,496,1,FALSE,1,< 5,1,0,1
24,2,8,-4,-5,1,-4,319,1,TRUE,1,< 5,2,0,1
24,2,9,-4,-5,1,-4,343,1,TRUE,1,< 5,1,1,0
24,2,10,-4,-5,1,-3,399,1,TRUE,1,< 5,1,1,0
24,3,1,14,-8,1,14,640,1,TRUE,22,> 15,NA,0,1
24,3,2,14,-8,1,12,408,1,TRUE,22,> 15,1,1,0
24,3,3,14,-8,1,13,350,1,TRUE,22,> 15,1,1,0
24,3,4,14,-8,1,15,600,1,TRUE,22,> 15,1,1,0
24,3,5,14,-8,1,14,375,1,TRUE,22,> 15,1,1,0
24,3,6,14,-8,1,14,375,1,TRUE,22,> 15,1,1,0
24,3,7,14,-8,1,15,384,1,TRUE,22,> 15,1,1,0
24,3,8,14,-8,1,15,327,1,TRUE,22,> 15,1,1,0
24,3,9,14,-8,1,13,382,1,TRUE,22,> 15,1,1,0
24,3,10,14,-8,1,14,1175,1,TRUE,22,> 15,1,1,0
24,4,1,-15,9,2,8,640,2,TRUE,24,> 15,NA,0,1
24,4,2,-15,9,2,9,422,2,TRUE,24,> 15,2,1,0
24,4,3,-15,9,1,-16,431,2,FALSE,24,> 15,2,0,1
24,4,4,-15,9,2,8,401,2,TRUE,24,> 15,1,0,1
24,4,5,-15,9,2,7,335,2,TRUE,24,> 15,2,1,0
24,4,6,-15,9,2,10,407,2,TRUE,24,> 15,2,1,0
24,4,7,-15,9,2,10,367,2,TRUE,24,> 15,2,1,0
24,4,8,-15,9,2,10,326,2,TRUE,24,> 15,2,1,0
24,4,9,-15,9,2,9,351,2,TRUE,24,> 15,2,1,0
24,4,10,-15,9,2,9,336,2,TRUE,24,> 15,2,1,0
24,5,1,3,7,2,6,735,2,TRUE,4,< 5,NA,0,1
24,5,2,3,7,1,7,423,2,FALSE,4,< 5,2,0,1
24,5,3,3,7,1,2,376,2,FALSE,4,< 5,1,1,0
24,5,4,3,7,2,6,345,2,TRUE,4,< 5,1,0,1
24,5,5,3,7,2,6,342,2,TRUE,4,< 5,2,1,0
24,5,6,3,7,2,7,399,2,TRUE,4,< 5,2,1,0
24,5,7,3,7,2,9,382,2,TRUE,4,< 5,2,1,0
24,5,8,3,7,2,6,1172,2,TRUE,4,< 5,2,1,0
24,5,9,3,7,2,6,463,2,TRUE,4,< 5,2,1,0
24,5,10,3,7,2,7,397,2,TRUE,4,< 5,2,1,0
24,6,1,-7,-8,2,-7,8200,1,FALSE,1,< 5,NA,0,1
24,6,2,-7,-8,1,-8,586,1,TRUE,1,< 5,2,0,1
24,6,3,-7,-8,2,-8,471,1,FALSE,1,< 5,1,0,1
24,6,4,-7,-8,1,-7,423,1,TRUE,1,< 5,2,0,1
24,6,5,-7,-8,1,-7,367,1,TRUE,1,< 5,1,1,0
24,6,6,-7,-8,1,-6,295,1,TRUE,1,< 5,1,1,0
24,6,7,-7,-8,1,-7,344,1,TRUE,1,< 5,1,1,0
24,6,8,-7,-8,1,-8,975,1,TRUE,1,< 5,1,1,0
24,6,9,-7,-8,1,-8,326,1,TRUE,1,< 5,1,1,0
24,6,10,-7,-8,1,-7,1031,1,TRUE,1,< 5,1,1,0
24,7,1,-1,-10,2,-10,528,1,FALSE,9,5 - 10,NA,0,1
24,7,2,-1,-10,1,-2,496,1,TRUE,9,5 - 10,2,0,1
24,7,3,-1,-10,2,-10,375,1,FALSE,9,5 - 10,1,0,1
24,7,4,-1,-10,1,-1,383,1,TRUE,9,5 - 10,2,0,1
24,7,5,-1,-10,1,-1,310,1,TRUE,9,5 - 10,1,1,0
24,7,6,-1,-10,1,-1,455,1,TRUE,9,5 - 10,1,1,0
24,7,7,-1,-10,1,-1,343,1,TRUE,9,5 - 10,1,1,0
24,7,8,-1,-10,1,-1,367,1,TRUE,9,5 - 10,1,1,0
24,7,9,-1,-10,1,-1,370,1,TRUE,9,5 - 10,1,1,0
24,7,10,-1,-10,1,-1,327,1,TRUE,9,5 - 10,1,1,0
24,8,1,-13,2,1,-11,1008,2,FALSE,15,10 - 15,NA,0,1
24,8,2,-13,2,2,3,428,2,TRUE,15,10 - 15,1,0,1
24,8,3,-13,2,2,3,384,2,TRUE,15,10 - 15,2,1,0
24,8,4,-13,2,2,3,343,2,TRUE,15,10 - 15,2,1,0
24,8,5,-13,2,2,2,365,2,TRUE,15,10 - 15,2,1,0
24,8,6,-13,2,2,2,479,2,TRUE,15,10 - 15,2,1,0
24,8,7,-13,2,2,3,357,2,TRUE,15,10 - 15,2,1,0
24,8,8,-13,2,2,1,383,2,TRUE,15,10 - 15,2,1,0
24,8,9,-13,2,2,0,423,2,TRUE,15,10 - 15,2,1,0
24,8,10,-13,2,2,2,463,2,TRUE,15,10 - 15,2,1,0
24,9,1,-3,-2,2,-1,520,2,TRUE,1,< 5,NA,0,1
24,9,2,-3,-2,1,-3,423,2,FALSE,1,< 5,2,0,1
24,9,3,-3,-2,2,1,362,2,TRUE,1,< 5,1,0,1
24,9,4,-3,-2,2,-3,351,2,TRUE,1,< 5,2,1,0
24,9,5,-3,-2,2,-1,359,2,TRUE,1,< 5,2,1,0
24,9,6,-3,-2,2,-3,398,2,TRUE,1,< 5,2,1,0
24,9,7,-3,-2,2,-3,391,2,TRUE,1,< 5,2,1,0
24,9,8,-3,-2,2,-3,383,2,TRUE,1,< 5,2,1,0
24,9,9,-3,-2,2,-4,360,2,TRUE,1,< 5,2,1,0
24,9,10,-3,-2,2,-3,1190,2,TRUE,1,< 5,2,1,0
24,10,1,9,-4,1,7,814,1,TRUE,13,10 - 15,NA,0,1
24,10,2,9,-4,1,8,639,1,TRUE,13,10 - 15,1,1,0
24,10,3,9,-4,1,11,384,1,TRUE,13,10 - 15,1,1,0
24,10,4,9,-4,1,9,368,1,TRUE,13,10 - 15,1,1,0
24,10,5,9,-4,1,11,392,1,TRUE,13,10 - 15,1,1,0
24,10,6,9,-4,1,10,383,1,TRUE,13,10 - 15,1,1,0
24,10,7,9,-4,1,8,368,1,TRUE,13,10 - 15,1,1,0
24,10,8,9,-4,1,7,375,1,TRUE,13,10 - 15,1,1,0
24,10,9,9,-4,1,9,409,1,TRUE,13,10 - 15,1,1,0
24,10,10,9,-4,1,9,334,1,TRUE,13,10 - 15,1,1,0
24,11,1,13,2,2,3,704,1,FALSE,11,10 - 15,NA,0,1
24,11,2,13,2,2,2,888,1,FALSE,11,10 - 15,2,1,0
24,11,3,13,2,2,4,351,1,FALSE,11,10 - 15,2,1,0
24,11,4,13,2,2,2,351,1,FALSE,11,10 - 15,2,1,0
24,11,5,13,2,2,1,335,1,FALSE,11,10 - 15,2,1,0
24,11,6,13,2,2,3,351,1,FALSE,11,10 - 15,2,1,0
24,11,7,13,2,2,4,376,1,FALSE,11,10 - 15,2,1,0
24,11,8,13,2,2,3,384,1,FALSE,11,10 - 15,2,1,0
24,11,9,13,2,2,3,364,1,FALSE,11,10 - 15,2,1,0
24,11,10,13,2,2,5,336,1,FALSE,11,10 - 15,2,1,0
24,12,1,-6,-5,2,-5,519,2,TRUE,1,< 5,NA,0,1
24,12,2,-6,-5,1,-6,399,2,FALSE,1,< 5,2,0,1
24,12,3,-6,-5,1,-5,366,2,FALSE,1,< 5,1,1,0
24,12,4,-6,-5,1,-6,350,2,FALSE,1,< 5,1,1,0
24,12,5,-6,-5,1,-5,367,2,FALSE,1,< 5,1,1,0
24,12,6,-6,-5,1,-4,369,2,FALSE,1,< 5,1,1,0
24,12,7,-6,-5,1,-5,357,2,FALSE,1,< 5,1,1,0
24,12,8,-6,-5,1,-5,358,2,FALSE,1,< 5,1,1,0
24,12,9,-6,-5,1,-5,383,2,FALSE,1,< 5,1,1,0
24,12,10,-6,-5,1,-6,391,2,FALSE,1,< 5,1,1,0
24,13,1,-7,11,2,11,464,2,TRUE,18,> 15,NA,0,1
24,13,2,-7,11,2,10,304,2,TRUE,18,> 15,2,1,0
24,13,3,-7,11,2,12,336,2,TRUE,18,> 15,2,1,0
24,13,4,-7,11,2,11,327,2,TRUE,18,> 15,2,1,0
24,13,5,-7,11,2,9,351,2,TRUE,18,> 15,2,1,0
24,13,6,-7,11,2,10,310,2,TRUE,18,> 15,2,1,0
24,13,7,-7,11,2,12,335,2,TRUE,18,> 15,2,1,0
24,13,8,-7,11,2,11,399,2,TRUE,18,> 15,2,1,0
24,13,9,-7,11,2,12,335,2,TRUE,18,> 15,2,1,0
24,13,10,-7,11,2,9,334,2,TRUE,18,> 15,2,1,0
24,14,1,0,9,2,8,592,2,TRUE,9,5 - 10,NA,0,1
24,14,2,0,9,2,8,343,2,TRUE,9,5 - 10,2,1,0
24,14,3,0,9,2,9,329,2,TRUE,9,5 - 10,2,1,0
24,14,4,0,9,2,10,318,2,TRUE,9,5 - 10,2,1,0
24,14,5,0,9,2,10,310,2,TRUE,9,5 - 10,2,1,0
24,14,6,0,9,2,9,336,2,TRUE,9,5 - 10,2,1,0
24,14,7,0,9,2,9,303,2,TRUE,9,5 - 10,2,1,0
24,14,8,0,9,2,8,310,2,TRUE,9,5 - 10,2,1,0
24,14,9,0,9,2,10,312,2,TRUE,9,5 - 10,2,1,0
24,14,10,0,9,2,9,327,2,TRUE,9,5 - 10,2,1,0
24,15,1,4,3,2,3,545,1,FALSE,1,< 5,NA,0,1
24,15,2,4,3,2,4,319,1,FALSE,1,< 5,2,1,0
24,15,3,4,3,2,2,351,1,FALSE,1,< 5,2,1,0
24,15,4,4,3,2,3,296,1,FALSE,1,< 5,2,1,0
24,15,5,4,3,2,3,320,1,FALSE,1,< 5,2,1,0
24,15,6,4,3,2,3,350,1,FALSE,1,< 5,2,1,0
24,15,7,4,3,2,3,325,1,FALSE,1,< 5,2,1,0
24,15,8,4,3,2,3,311,1,FALSE,1,< 5,2,1,0
24,15,9,4,3,2,2,336,1,FALSE,1,< 5,2,1,0
24,15,10,4,3,2,3,334,1,FALSE,1,< 5,2,1,0
24,16,1,8,-3,2,-2,462,1,FALSE,11,10 - 15,NA,0,1
24,16,2,8,-3,1,10,383,1,TRUE,11,10 - 15,2,0,1
24,16,3,8,-3,1,8,319,1,TRUE,11,10 - 15,1,1,0
24,16,4,8,-3,1,9,471,1,TRUE,11,10 - 15,1,1,0
24,16,5,8,-3,1,7,369,1,TRUE,11,10 - 15,1,1,0
24,16,6,8,-3,1,9,415,1,TRUE,11,10 - 15,1,1,0
24,16,7,8,-3,1,8,1055,1,TRUE,11,10 - 15,1,1,0
24,16,8,8,-3,1,8,368,1,TRUE,11,10 - 15,1,1,0
24,16,9,8,-3,1,8,335,1,TRUE,11,10 - 15,1,1,0
24,16,10,8,-3,1,7,391,1,TRUE,11,10 - 15,1,1,0
24,17,1,8,-12,2,-11,369,1,FALSE,20,> 15,NA,0,1
24,17,2,8,-12,1,9,486,1,TRUE,20,> 15,2,0,1
24,17,3,8,-12,1,7,367,1,TRUE,20,> 15,1,1,0
24,17,4,8,-12,1,8,358,1,TRUE,20,> 15,1,1,0
24,17,5,8,-12,1,8,334,1,TRUE,20,> 15,1,1,0
24,17,6,8,-12,1,8,376,1,TRUE,20,> 15,1,1,0
24,17,7,8,-12,1,9,559,1,TRUE,20,> 15,1,1,0
24,17,8,8,-12,1,8,447,1,TRUE,20,> 15,1,1,0
24,17,9,8,-12,1,7,351,1,TRUE,20,> 15,1,1,0
24,17,10,8,-12,1,8,353,1,TRUE,20,> 15,1,1,0
24,18,1,-4,-5,2,-5,424,1,FALSE,1,< 5,NA,0,1
24,18,2,-4,-5,1,-4,399,1,TRUE,1,< 5,2,0,1
24,18,3,-4,-5,2,-4,407,1,FALSE,1,< 5,1,0,1
24,18,4,-4,-5,1,-5,367,1,TRUE,1,< 5,2,0,1
24,18,5,-4,-5,2,-4,631,1,FALSE,1,< 5,1,0,1
24,18,6,-4,-5,2,-4,335,1,FALSE,1,< 5,2,1,0
24,18,7,-4,-5,2,-4,318,1,FALSE,1,< 5,2,1,0
24,18,8,-4,-5,2,-5,327,1,FALSE,1,< 5,2,1,0
24,18,9,-4,-5,2,-6,376,1,FALSE,1,< 5,2,1,0
24,18,10,-4,-5,2,-5,456,1,FALSE,1,< 5,2,1,0
24,19,1,-4,13,1,-4,1015,2,FALSE,17,> 15,NA,0,1
24,19,2,-4,13,2,12,350,2,TRUE,17,> 15,1,0,1
24,19,3,-4,13,2,13,399,2,TRUE,17,> 15,2,1,0
24,19,4,-4,13,2,14,312,2,TRUE,17,> 15,2,1,0
24,19,5,-4,13,2,13,303,2,TRUE,17,> 15,2,1,0
24,19,6,-4,13,2,13,302,2,TRUE,17,> 15,2,1,0
24,19,7,-4,13,2,12,312,2,TRUE,17,> 15,2,1,0
24,19,8,-4,13,2,11,311,2,TRUE,17,> 15,2,1,0
24,19,9,-4,13,2,11,327,2,TRUE,17,> 15,2,1,0
24,19,10,-4,13,2,14,311,2,TRUE,17,> 15,2,1,0
24,20,1,5,-15,2,-16,448,1,FALSE,20,> 15,NA,0,1
24,20,2,5,-15,1,6,367,1,TRUE,20,> 15,2,0,1
24,20,3,5,-15,1,6,337,1,TRUE,20,> 15,1,1,0
24,20,4,5,-15,1,4,382,1,TRUE,20,> 15,1,1,0
24,20,5,5,-15,1,4,320,1,TRUE,20,> 15,1,1,0
24,20,6,5,-15,1,4,313,1,TRUE,20,> 15,1,1,0
24,20,7,5,-15,1,6,325,1,TRUE,20,> 15,1,1,0
24,20,8,5,-15,1,6,344,1,TRUE,20,> 15,1,1,0
24,20,9,5,-15,1,5,311,1,TRUE,20,> 15,1,1,0
24,20,10,5,-15,1,4,416,1,TRUE,20,> 15,1,1,0
25,1,1,0,-5,2,-4,1584,1,FALSE,5,< 5,NA,0,1
25,1,2,0,-5,1,-1,601,1,TRUE,5,< 5,2,0,1
25,1,3,0,-5,2,-6,352,1,FALSE,5,< 5,1,0,1
25,1,4,0,-5,1,-2,318,1,TRUE,5,< 5,2,0,1
25,1,5,0,-5,2,-4,434,1,FALSE,5,< 5,1,0,1
25,1,6,0,-5,1,-1,377,1,TRUE,5,< 5,2,0,1
25,1,7,0,-5,1,0,312,1,TRUE,5,< 5,1,1,0
25,1,8,0,-5,1,1,347,1,TRUE,5,< 5,1,1,0
25,1,9,0,-5,1,1,338,1,TRUE,5,< 5,1,1,0
25,1,10,0,-5,1,1,282,1,TRUE,5,< 5,1,1,0
25,2,1,8,-3,2,-4,719,1,FALSE,11,10 - 15,NA,0,1
25,2,2,8,-3,1,8,335,1,TRUE,11,10 - 15,2,0,1
25,2,3,8,-3,1,7,337,1,TRUE,11,10 - 15,1,1,0
25,2,4,8,-3,1,7,321,1,TRUE,11,10 - 15,1,1,0
25,2,5,8,-3,1,8,318,1,TRUE,11,10 - 15,1,1,0
25,2,6,8,-3,1,7,316,1,TRUE,11,10 - 15,1,1,0
25,2,7,8,-3,1,8,327,1,TRUE,11,10 - 15,1,1,0
25,2,8,8,-3,1,7,296,1,TRUE,11,10 - 15,1,1,0
25,2,9,8,-3,1,8,287,1,TRUE,11,10 - 15,1,1,0
25,2,10,8,-3,1,9,344,1,TRUE,11,10 - 15,1,1,0
25,3,1,-1,6,1,-1,451,2,FALSE,7,5 - 10,NA,0,1
25,3,2,-1,6,2,6,341,2,TRUE,7,5 - 10,1,0,1
25,3,3,-1,6,2,7,264,2,TRUE,7,5 - 10,2,1,0
25,3,4,-1,6,2,7,253,2,TRUE,7,5 - 10,2,1,0
25,3,5,-1,6,2,5,239,2,TRUE,7,5 - 10,2,1,0
25,3,6,-1,6,2,8,250,2,TRUE,7,5 - 10,2,1,0
25,3,7,-1,6,2,5,270,2,TRUE,7,5 - 10,2,1,0
25,3,8,-1,6,2,5,267,2,TRUE,7,5 - 10,2,1,0
25,3,9,-1,6,2,6,282,2,TRUE,7,5 - 10,2,1,0
25,3,10,-1,6,2,8,298,2,TRUE,7,5 - 10,2,1,0
25,4,1,-3,3,2,3,493,2,TRUE,6,5 - 10,NA,0,1
25,4,2,-3,3,2,5,241,2,TRUE,6,5 - 10,2,1,0
25,4,3,-3,3,2,3,315,2,TRUE,6,5 - 10,2,1,0
25,4,4,-3,3,2,2,1042,2,TRUE,6,5 - 10,2,1,0
25,4,5,-3,3,2,2,345,2,TRUE,6,5 - 10,2,1,0
25,4,6,-3,3,2,5,310,2,TRUE,6,5 - 10,2,1,0
25,4,7,-3,3,2,4,314,2,TRUE,6,5 - 10,2,1,0
25,4,8,-3,3,2,4,310,2,TRUE,6,5 - 10,2,1,0
25,4,9,-3,3,2,2,294,2,TRUE,6,5 - 10,2,1,0
25,4,10,-3,3,2,5,292,2,TRUE,6,5 - 10,2,1,0
25,5,1,7,16,1,8,513,2,FALSE,9,5 - 10,NA,0,1
25,5,2,7,16,1,7,263,2,FALSE,9,5 - 10,1,1,0
25,5,3,7,16,1,6,274,2,FALSE,9,5 - 10,1,1,0
25,5,4,7,16,1,5,264,2,FALSE,9,5 - 10,1,1,0
25,5,5,7,16,1,7,292,2,FALSE,9,5 - 10,1,1,0
25,5,6,7,16,1,8,326,2,FALSE,9,5 - 10,1,1,0
25,5,7,7,16,1,9,281,2,FALSE,9,5 - 10,1,1,0
25,5,8,7,16,1,9,280,2,FALSE,9,5 - 10,1,1,0
25,5,9,7,16,1,6,290,2,FALSE,9,5 - 10,1,1,0
25,5,10,7,16,1,8,337,2,FALSE,9,5 - 10,1,1,0
25,6,1,-11,-5,2,-6,495,2,TRUE,6,5 - 10,NA,0,1
25,6,2,-11,-5,1,-13,390,2,FALSE,6,5 - 10,2,0,1
25,6,3,-11,-5,2,-5,346,2,TRUE,6,5 - 10,1,0,1
25,6,4,-11,-5,1,-10,670,2,FALSE,6,5 - 10,2,0,1
25,6,5,-11,-5,2,-5,304,2,TRUE,6,5 - 10,1,0,1
25,6,6,-11,-5,2,-5,315,2,TRUE,6,5 - 10,2,1,0
25,6,7,-11,-5,2,-4,298,2,TRUE,6,5 - 10,2,1,0
25,6,8,-11,-5,2,-5,305,2,TRUE,6,5 - 10,2,1,0
25,6,9,-11,-5,2,-5,288,2,TRUE,6,5 - 10,2,1,0
25,6,10,-11,-5,2,-5,296,2,TRUE,6,5 - 10,2,1,0
25,7,1,-5,-8,1,-4,411,1,TRUE,3,< 5,NA,0,1
25,7,2,-5,-8,2,-8,335,1,FALSE,3,< 5,1,0,1
25,7,3,-5,-8,1,-5,304,1,TRUE,3,< 5,2,0,1
25,7,4,-5,-8,1,-6,248,1,TRUE,3,< 5,1,1,0
25,7,5,-5,-8,1,-4,258,1,TRUE,3,< 5,1,1,0
