subject,block,trial,mu1,mu2,choice,reward,RT,higher_mean,chose_higher,mean_diff_abs,mean_diff_abs_cut,previous_choice,repeat_choice,switch_choice
1,1,1,-1,-2,1,0,1655,1,TRUE,1,< 5,NA,0,1
1,1,2,-1,-2,2,-4,652,1,FALSE,1,< 5,1,0,1
1,1,3,-1,-2,1,-1,479,1,TRUE,1,< 5,2,0,1
1,1,4,-1,-2,1,-2,839,1,TRUE,1,< 5,1,1,0
1,1,5,-1,-2,2,-1,424,1,FALSE,1,< 5,1,0,1
1,1,6,-1,-2,1,0,426,1,TRUE,1,< 5,2,0,1
1,1,7,-1,-2,1,-3,407,1,TRUE,1,< 5,1,1,0
1,1,8,-1,-2,2,-1,686,1,FALSE,1,< 5,1,0,1
1,1,9,-1,-2,1,-1,391,1,TRUE,1,< 5,2,0,1
1,1,10,-1,-2,1,-1,350,1,TRUE,1,< 5,1,1,0
1,2,1,0,-10,1,0,670,1,TRUE,10,5 - 10,NA,0,1
1,2,2,0,-10,2,-8,375,1,FALSE,10,5 - 10,1,0,1
1,2,3,0,-10,1,-2,367,1,TRUE,10,5 - 10,2,0,1
1,2,4,0,-10,1,0,415,1,TRUE,10,5 - 10,1,1,0
1,2,5,0,-10,1,0,407,1,TRUE,10,5 - 10,1,1,0
1,2,6,0,-10,1,-1,368,1,TRUE,10,5 - 10,1,1,0
1,2,7,0,-10,2,-11,471,1,FALSE,10,5 - 10,1,0,1
1,2,8,0,-10,1,1,335,1,TRUE,10,5 - 10,2,0,1
1,2,9,0,-10,1,0,351,1,TRUE,10,5 - 10,1,1,0
1,2,10,0,-10,2,-10,367,1,FALSE,10,5 - 10,1,0,1
1,3,1,-5,3,1,-5,530,2,FALSE,8,5 - 10,NA,0,1
1,3,2,-5,3,2,2,302,2,TRUE,8,5 - 10,1,0,1
1,3,3,-5,3,2,2,375,2,TRUE,8,5 - 10,2,1,0
1,3,4,-5,3,2,3,360,2,TRUE,8,5 - 10,2,1,0
1,3,5,-5,3,2,2,319,2,TRUE,8,5 - 10,2,1,0
1,3,6,-5,3,2,1,335,2,TRUE,8,5 - 10,2,1,0
1,3,7,-5,3,2,2,385,2,TRUE,8,5 - 10,2,1,0
1,3,8,-5,3,2,4,350,2,TRUE,8,5 - 10,2,1,0
1,3,9,-5,3,2,3,367,2,TRUE,8,5 - 10,2,1,0
1,3,10,-5,3,2,4,391,2,TRUE,8,5 - 10,2,1,0
1,4,1,-2,1,2,1,683,2,TRUE,3,< 5,NA,0,1
1,4,2,-2,1,2,3,319,2,TRUE,3,< 5,2,1,0
1,4,3,-2,1,1,-2,502,2,FALSE,3,< 5,2,0,1
1,4,4,-2,1,2,3,543,2,TRUE,3,< 5,1,0,1
1,4,5,-2,1,2,1,327,2,TRUE,3,< 5,2,1,0
1,4,6,-2,1,2,1,342,2,TRUE,3,< 5,2,1,0
1,4,7,-2,1,2,0,342,2,TRUE,3,< 5,2,1,0
1,4,8,-2,1,2,1,383,2,TRUE,3,< 5,2,1,0
1,4,9,-2,1,2,2,424,2,TRUE,3,< 5,2,1,0
1,4,10,-2,1,2,1,390,2,TRUE,3,< 5,2,1,0
1,5,1,-2,-11,2,-11,504,1,FALSE,9,5 - 10,NA,0,1
1,5,2,-2,-11,1,-2,415,1,TRUE,9,5 - 10,2,0,1
1,5,3,-2,-11,1,-3,596,1,TRUE,9,5 - 10,1,1,0
1,5,4,-2,-11,1,-2,485,1,TRUE,9,5 - 10,1,1,0
1,5,5,-2,-11,1,-2,493,1,TRUE,9,5 - 10,1,1,0
1,5,6,-2,-11,1,-3,399,1,TRUE,9,5 - 10,1,1,0
1,5,7,-2,-11,1,-1,392,1,TRUE,9,5 - 10,1,1,0
1,5,8,-2,-11,1,-6,424,1,TRUE,9,5 - 10,1,1,0
1,5,9,-2,-11,2,-10,503,1,FALSE,9,5 - 10,1,0,1
1,5,10,-2,-11,1,-3,351,1,TRUE,9,5 - 10,2,0,1
1,6,1,-5,-9,1,-6,656,1,TRUE,4,< 5,NA,0,1
1,6,2,-5,-9,2,-9,365,1,FALSE,4,< 5,1,0,1
1,6,3,-5,-9,1,-5,519,1,TRUE,4,< 5,2,0,1
1,6,4,-5,-9,1,-5,342,1,TRUE,4,< 5,1,1,0
1,6,5,-5,-9,1,-5,319,1,TRUE,4,< 5,1,1,0
1,6,6,-5,-9,1,-4,423,1,TRUE,4,< 5,1,1,0
1,6,7,-5,-9,1,-5,399,1,TRUE,4,< 5,1,1,0
1,6,8,-5,-9,1,-6,405,1,TRUE,4,< 5,1,1,0
1,6,9,-5,-9,1,-4,359,1,TRUE,4,< 5,1,1,0
1,6,10,-5,-9,1,-3,375,1,TRUE,4,< 5,1,1,0
1,7,1,1,0,1,1,774,1,TRUE,1,< 5,NA,0,1
1,7,2,1,0,1,-1,366,1,TRUE,1,< 5,1,1,0
1,7,3,1,0,2,0,340,1,FALSE,1,< 5,1,0,1
1,7,4,1,0,2,0,335,1,FALSE,1,< 5,2,1,0
1,7,5,1,0,2,-1,439,1,FALSE,1,< 5,2,1,0
1,7,6,1,0,1,-1,368,1,TRUE,1,< 5,2,0,1
1,7,7,1,0,1,3,463,1,TRUE,1,< 5,1,1,0
1,7,8,1,0,1,0,343,1,TRUE,1,< 5,1,1,0
1,7,9,1,0,1,2,367,1,TRUE,1,< 5,1,1,0
1,7,10,1,0,1,-1,359,1,TRUE,1,< 5,1,1,0
1,8,1,1,-7,1,1,464,1,TRUE,8,5 - 10,NA,0,1
1,8,2,1,-7,1,1,396,1,TRUE,8,5 - 10,1,1,0
1,8,3,1,-7,1,-1,334,1,TRUE,8,5 - 10,1,1,0
1,8,4,1,-7,1,4,351,1,TRUE,8,5 - 10,1,1,0
1,8,5,1,-7,1,2,383,1,TRUE,8,5 - 10,1,1,0
1,8,6,1,-7,1,-1,360,1,TRUE,8,5 - 10,1,1,0
1,8,7,1,-7,1,0,343,1,TRUE,8,5 - 10,1,1,0
1,8,8,1,-7,1,0,455,1,TRUE,8,5 - 10,1,1,0
1,8,9,1,-7,1,2,415,1,TRUE,8,5 - 10,1,1,0
1,8,10,1,-7,1,1,415,1,TRUE,8,5 - 10,1,1,0
1,9,1,9,-4,1,8,474,1,TRUE,13,10 - 15,NA,0,1
1,9,2,9,-4,1,8,407,1,TRUE,13,10 - 15,1,1,0
1,9,3,9,-4,1,8,510,1,TRUE,13,10 - 15,1,1,0
1,9,4,9,-4,2,-4,320,1,FALSE,13,10 - 15,1,0,1
1,9,5,9,-4,1,7,351,1,TRUE,13,10 - 15,2,0,1
1,9,6,9,-4,1,11,352,1,TRUE,13,10 - 15,1,1,0
1,9,7,9,-4,1,6,376,1,TRUE,13,10 - 15,1,1,0
1,9,8,9,-4,1,8,535,1,TRUE,13,10 - 15,1,1,0
1,9,9,9,-4,1,9,423,1,TRUE,13,10 - 15,1,1,0
1,9,10,9,-4,1,10,615,1,TRUE,13,10 - 15,1,1,0
1,10,1,-8,-8,1,-9,961,1,TRUE,0,< 5,NA,0,1
1,10,2,-8,-8,2,-10,423,1,FALSE,0,< 5,1,0,1
1,10,3,-8,-8,1,-8,382,1,TRUE,0,< 5,2,0,1
1,10,4,-8,-8,1,-9,318,1,TRUE,0,< 5,1,1,0
1,10,5,-8,-8,1,-9,367,1,TRUE,0,< 5,1,1,0
1,10,6,-8,-8,1,-8,511,1,TRUE,0,< 5,1,1,0
1,10,7,-8,-8,1,-9,383,1,TRUE,0,< 5,1,1,0
1,10,8,-8,-8,1,-9,359,1,TRUE,0,< 5,1,1,0
1,10,9,-8,-8,1,-9,342,1,TRUE,0,< 5,1,1,0
1,10,10,-8,-8,1,-7,366,1,TRUE,0,< 5,1,1,0
1,11,1,11,16,1,10,554,2,FALSE,5,< 5,NA,0,1
1,11,2,11,16,1,10,397,2,FALSE,5,< 5,1,1,0
1,11,3,11,16,1,12,359,2,FALSE,5,< 5,1,1,0
1,11,4,11,16,1,11,377,2,FALSE,5,< 5,1,1,0
1,11,5,11,16,2,17,359,2,TRUE,5,< 5,1,0,1
1,11,6,11,16,2,16,406,2,TRUE,5,< 5,2,1,0
1,11,7,11,16,2,18,310,2,TRUE,5,< 5,2,1,0
1,11,8,11,16,2,16,367,2,TRUE,5,< 5,2,1,0
1,11,9,11,16,2,17,352,2,TRUE,5,< 5,2,1,0
1,11,10,11,16,2,16,336,2,TRUE,5,< 5,2,1,0
1,12,1,-11,4,2,5,734,2,TRUE,15,10 - 15,NA,0,1
1,12,2,-11,4,1,-12,343,2,FALSE,15,10 - 15,2,0,1
1,12,3,-11,4,2,4,343,2,TRUE,15,10 - 15,1,0,1
1,12,4,-11,4,2,4,383,2,TRUE,15,10 - 15,2,1,0
1,12,5,-11,4,2,3,375,2,TRUE,15,10 - 15,2,1,0
1,12,6,-11,4,2,5,358,2,TRUE,15,10 - 15,2,1,0
1,12,7,-11,4,2,4,359,2,TRUE,15,10 - 15,2,1,0
1,12,8,-11,4,2,5,351,2,TRUE,15,10 - 15,2,1,0
1,12,9,-11,4,2,4,352,2,TRUE,15,10 - 15,2,1,0
1,12,10,-11,4,2,3,355,2,TRUE,15,10 - 15,2,1,0
1,13,1,-3,4,2,5,544,2,TRUE,7,5 - 10,NA,0,1
1,13,2,-3,4,1,-2,342,2,FALSE,7,5 - 10,2,0,1
1,13,3,-3,4,2,3,327,2,TRUE,7,5 - 10,1,0,1
1,13,4,-3,4,2,5,351,2,TRUE,7,5 - 10,2,1,0
1,13,5,-3,4,2,2,383,2,TRUE,7,5 - 10,2,1,0
1,13,6,-3,4,2,5,383,2,TRUE,7,5 - 10,2,1,0
1,13,7,-3,4,2,4,406,2,TRUE,7,5 - 10,2,1,0
1,13,8,-3,4,2,3,335,2,TRUE,7,5 - 10,2,1,0
1,13,9,-3,4,2,4,367,2,TRUE,7,5 - 10,2,1,0
1,13,10,-3,4,2,4,367,2,TRUE,7,5 - 10,2,1,0
1,14,1,-6,-6,2,-5,543,1,FALSE,0,< 5,NA,0,1
1,14,2,-6,-6,1,-6,344,1,TRUE,0,< 5,2,0,1
1,14,3,-6,-6,2,-5,375,1,FALSE,0,< 5,1,0,1
1,14,4,-6,-6,1,-7,356,1,TRUE,0,< 5,2,0,1
1,14,5,-6,-6,1,-6,374,1,TRUE,0,< 5,1,1,0
1,14,6,-6,-6,1,-4,374,1,TRUE,0,< 5,1,1,0
1,14,7,-6,-6,2,-7,503,1,FALSE,0,< 5,1,0,1
1,14,8,-6,-6,1,-6,431,1,TRUE,0,< 5,2,0,1
1,14,9,-6,-6,1,-7,383,1,TRUE,0,< 5,1,1,0
1,14,10,-6,-6,1,-7,367,1,TRUE,0,< 5,1,1,0
1,15,1,-16,-9,1,-19,743,2,FALSE,7,5 - 10,NA,0,1
1,15,2,-16,-9,2,-9,327,2,TRUE,7,5 - 10,1,0,1
1,15,3,-16,-9,2,-8,325,2,TRUE,7,5 - 10,2,1,0
1,15,4,-16,-9,2,-8,334,2,TRUE,7,5 - 10,2,1,0
1,15,5,-16,-9,2,-8,319,2,TRUE,7,5 - 10,2,1,0
1,15,6,-16,-9,2,-10,488,2,TRUE,7,5 - 10,2,1,0
1,15,7,-16,-9,1,-16,688,2,FALSE,7,5 - 10,2,0,1
1,15,8,-16,-9,2,-9,335,2,TRUE,7,5 - 10,1,0,1
1,15,9,-16,-9,2,-9,358,2,TRUE,7,5 - 10,2,1,0
1,15,10,-16,-9,2,-8,904,2,TRUE,7,5 - 10,2,1,0
1,16,1,-7,8,2,9,454,2,TRUE,15,10 - 15,NA,0,1
1,16,2,-7,8,1,-8,390,2,FALSE,15,10 - 15,2,0,1
1,16,3,-7,8,2,8,319,2,TRUE,15,10 - 15,1,0,1
1,16,4,-7,8,2,10,351,2,TRUE,15,10 - 15,2,1,0
1,16,5,-7,8,2,9,359,2,TRUE,15,10 - 15,2,1,0
1,16,6,-7,8,2,9,320,2,TRUE,15,10 - 15,2,1,0
1,16,7,-7,8,2,9,369,2,TRUE,15,10 - 15,2,1,0
1,16,8,-7,8,2,8,382,2,TRUE,15,10 - 15,2,1,0
1,16,9,-7,8,2,7,383,2,TRUE,15,10 - 15,2,1,0
1,16,10,-7,8,2,7,423,2,TRUE,15,10 - 15,2,1,0
1,17,1,15,2,2,2,520,1,FALSE,13,10 - 15,NA,0,1
1,17,2,15,2,1,16,334,1,TRUE,13,10 - 15,2,0,1
1,17,3,15,2,1,15,343,1,TRUE,13,10 - 15,1,1,0
1,17,4,15,2,1,15,335,1,TRUE,13,10 - 15,1,1,0
1,17,5,15,2,1,16,344,1,TRUE,13,10 - 15,1,1,0
1,17,6,15,2,1,16,335,1,TRUE,13,10 - 15,1,1,0
1,17,7,15,2,1,14,352,1,TRUE,13,10 - 15,1,1,0
1,17,8,15,2,1,15,383,1,TRUE,13,10 - 15,1,1,0
1,17,9,15,2,1,15,343,1,TRUE,13,10 - 15,1,1,0
1,17,10,15,2,1,14,327,1,TRUE,13,10 - 15,1,1,0
1,18,1,-6,-4,2,-3,491,2,TRUE,2,< 5,NA,0,1
1,18,2,-6,-4,1,-5,512,2,FALSE,2,< 5,2,0,1
1,18,3,-6,-4,1,-6,399,2,FALSE,2,< 5,1,1,0
1,18,4,-6,-4,2,-6,327,2,TRUE,2,< 5,1,0,1
1,18,5,-6,-4,1,-7,406,2,FALSE,2,< 5,2,0,1
1,18,6,-6,-4,2,-2,328,2,TRUE,2,< 5,1,0,1
1,18,7,-6,-4,1,-6,343,2,FALSE,2,< 5,2,0,1
1,18,8,-6,-4,2,-4,344,2,TRUE,2,< 5,1,0,1
1,18,9,-6,-4,1,-6,377,2,FALSE,2,< 5,2,0,1
1,18,10,-6,-4,2,-2,327,2,TRUE,2,< 5,1,0,1
1,19,1,2,18,2,18,484,2,TRUE,16,> 15,NA,0,1
1,19,2,2,18,1,1,359,2,FALSE,16,> 15,2,0,1
1,19,3,2,18,2,18,343,2,TRUE,16,> 15,1,0,1
1,19,4,2,18,2,18,311,2,TRUE,16,> 15,2,1,0
1,19,5,2,18,2,17,343,2,TRUE,16,> 15,2,1,0
1,19,6,2,18,2,18,351,2,TRUE,16,> 15,2,1,0
1,19,7,2,18,2,18,359,2,TRUE,16,> 15,2,1,0
1,19,8,2,18,2,18,351,2,TRUE,16,> 15,2,1,0
1,19,9,2,18,2,18,367,2,TRUE,16,> 15,2,1,0
1,19,10,2,18,2,19,360,2,TRUE,16,> 15,2,1,0
1,20,1,3,3,2,4,553,1,FALSE,0,< 5,NA,0,1
1,20,2,3,3,1,1,487,1,TRUE,0,< 5,2,0,1
1,20,3,3,3,2,3,375,1,FALSE,0,< 5,1,0,1
1,20,4,3,3,2,3,343,1,FALSE,0,< 5,2,1,0
1,20,5,3,3,2,5,350,1,FALSE,0,< 5,2,1,0
1,20,6,3,3,2,4,327,1,FALSE,0,< 5,2,1,0
1,20,7,3,3,2,2,335,1,FALSE,0,< 5,2,1,0
1,20,8,3,3,2,4,439,1,FALSE,0,< 5,2,1,0
1,20,9,3,3,2,3,375,1,FALSE,0,< 5,2,1,0
1,20,10,3,3,2,4,357,1,FALSE,0,< 5,2,1,0
2,1,1,-2,-7,1,-3,1309,1,TRUE,5,< 5,NA,0,1
2,1,2,-2,-7,2,-8,698,1,FALSE,5,< 5,1,0,1
2,1,3,-2,-7,1,-3,606,1,TRUE,5,< 5,2,0,1
2,1,4,-2,-7,2,-7,507,1,FALSE,5,< 5,1,0,1
2,1,5,-2,-7,1,-2,492,1,TRUE,5,< 5,2,0,1
2,1,6,-2,-7,1,-2,469,1,TRUE,5,< 5,1,1,0
2,1,7,-2,-7,1,-1,375,1,TRUE,5,< 5,1,1,0
2,1,8,-2,-7,1,-3,358,1,TRUE,5,< 5,1,1,0
2,1,9,-2,-7,2,-7,367,1,FALSE,5,< 5,1,0,1
2,1,10,-2,-7,1,-2,329,1,TRUE,5,< 5,2,0,1
2,2,1,8,8,2,8,901,1,FALSE,0,< 5,NA,0,1
2,2,2,8,8,1,7,520,1,TRUE,0,< 5,2,0,1
2,2,3,8,8,2,9,390,1,FALSE,0,< 5,1,0,1
2,2,4,8,8,2,8,496,1,FALSE,0,< 5,2,1,0
2,2,5,8,8,2,6,383,1,FALSE,0,< 5,2,1,0
2,2,6,8,8,2,8,369,1,FALSE,0,< 5,2,1,0
2,2,7,8,8,2,9,383,1,FALSE,0,< 5,2,1,0
2,2,8,8,8,2,7,376,1,FALSE,0,< 5,2,1,0
2,2,9,8,8,2,9,557,1,FALSE,0,< 5,2,1,0
2,2,10,8,8,2,8,366,1,FALSE,0,< 5,2,1,0
2,3,1,11,-5,2,-5,1284,1,FALSE,16,> 15,NA,0,1
2,3,2,11,-5,1,11,438,1,TRUE,16,> 15,2,0,1
2,3,3,11,-5,1,11,445,1,TRUE,16,> 15,1,1,0
2,3,4,11,-5,1,11,535,1,TRUE,16,> 15,1,1,0
2,3,5,11,-5,1,11,689,1,TRUE,16,> 15,1,1,0
2,3,6,11,-5,1,11,566,1,TRUE,16,> 15,1,1,0
2,3,7,11,-5,1,13,538,1,TRUE,16,> 15,1,1,0
2,3,8,11,-5,1,13,543,1,TRUE,16,> 15,1,1,0
2,3,9,11,-5,1,10,509,1,TRUE,16,> 15,1,1,0
2,3,10,11,-5,1,11,600,1,TRUE,16,> 15,1,1,0
2,4,1,-5,6,2,6,1517,2,TRUE,11,10 - 15,NA,0,1
2,4,2,-5,6,1,-5,539,2,FALSE,11,10 - 15,2,0,1
2,4,3,-5,6,2,8,412,2,TRUE,11,10 - 15,1,0,1
2,4,4,-5,6,2,6,514,2,TRUE,11,10 - 15,2,1,0
2,4,5,-5,6,2,6,466,2,TRUE,11,10 - 15,2,1,0
2,4,6,-5,6,2,6,448,2,TRUE,11,10 - 15,2,1,0
2,4,7,-5,6,2,7,430,2,TRUE,11,10 - 15,2,1,0
2,4,8,-5,6,2,6,454,2,TRUE,11,10 - 15,2,1,0
2,4,9,-5,6,2,5,412,2,TRUE,11,10 - 15,2,1,0
2,4,10,-5,6,2,4,412,2,TRUE,11,10 - 15,2,1,0
2,5,1,-3,16,2,15,850,2,TRUE,19,> 15,NA,0,1
2,5,2,-3,16,1,-2,505,2,FALSE,19,> 15,2,0,1
2,5,3,-3,16,2,15,349,2,TRUE,19,> 15,1,0,1
2,5,4,-3,16,2,15,399,2,TRUE,19,> 15,2,1,0
2,5,5,-3,16,2,16,342,2,TRUE,19,> 15,2,1,0
2,5,6,-3,16,2,17,335,2,TRUE,19,> 15,2,1,0
2,5,7,-3,16,2,17,484,2,TRUE,19,> 15,2,1,0
2,5,8,-3,16,2,17,595,2,TRUE,19,> 15,2,1,0
2,5,9,-3,16,2,16,818,2,TRUE,19,> 15,2,1,0
2,5,10,-3,16,2,16,1322,2,TRUE,19,> 15,2,1,0
2,6,1,-15,6,2,6,2294,2,TRUE,21,> 15,NA,0,1
2,6,2,-15,6,1,-15,504,2,FALSE,21,> 15,2,0,1
2,6,3,-15,6,2,6,343,2,TRUE,21,> 15,1,0,1
2,6,4,-15,6,2,8,313,2,TRUE,21,> 15,2,1,0
2,6,5,-15,6,2,6,340,2,TRUE,21,> 15,2,1,0
2,6,6,-15,6,2,6,404,2,TRUE,21,> 15,2,1,0
2,6,7,-15,6,2,5,353,2,TRUE,21,> 15,2,1,0
2,6,8,-15,6,2,7,350,2,TRUE,21,> 15,2,1,0
2,6,9,-15,6,2,6,377,2,TRUE,21,> 15,2,1,0
2,6,10,-15,6,2,7,349,2,TRUE,21,> 15,2,1,0
2,7,1,-1,8,2,7,625,2,TRUE,9,5 - 10,NA,0,1
2,7,2,-1,8,1,-2,715,2,FALSE,9,5 - 10,2,0,1
2,7,3,-1,8,2,8,415,2,TRUE,9,5 - 10,1,0,1
2,7,4,-1,8,2,8,336,2,TRUE,9,5 - 10,2,1,0
2,7,5,-1,8,2,9,319,2,TRUE,9,5 - 10,2,1,0
2,7,6,-1,8,2,8,304,2,TRUE,9,5 - 10,2,1,0
2,7,7,-1,8,2,7,451,2,TRUE,9,5 - 10,2,1,0
2,7,8,-1,8,2,10,341,2,TRUE,9,5 - 10,2,1,0
2,7,9,-1,8,2,8,364,2,TRUE,9,5 - 10,2,1,0
2,7,10,-1,8,2,9,404,2,TRUE,9,5 - 10,2,1,0
2,8,1,5,-14,2,-14,1108,1,FALSE,19,> 15,NA,0,1
2,8,2,5,-14,1,4,382,1,TRUE,19,> 15,2,0,1
2,8,3,5,-14,1,4,350,1,TRUE,19,> 15,1,1,0
2,8,4,5,-14,1,4,304,1,TRUE,19,> 15,1,1,0
2,8,5,5,-14,1,5,365,1,TRUE,19,> 15,1,1,0
2,8,6,5,-14,1,5,405,1,TRUE,19,> 15,1,1,0
2,8,7,5,-14,1,4,439,1,TRUE,19,> 15,1,1,0
2,8,8,5,-14,1,7,647,1,TRUE,19,> 15,1,1,0
2,8,9,5,-14,1,6,1016,1,TRUE,19,> 15,1,1,0
2,8,10,5,-14,1,5,498,1,TRUE,19,> 15,1,1,0
2,9,1,15,0,1,14,562,1,TRUE,15,10 - 15,NA,0,1
2,9,2,15,0,1,13,391,1,TRUE,15,10 - 15,1,1,0
2,9,3,15,0,1,14,488,1,TRUE,15,10 - 15,1,1,0
2,9,4,15,0,1,14,306,1,TRUE,15,10 - 15,1,1,0
2,9,5,15,0,1,15,359,1,TRUE,15,10 - 15,1,1,0
2,9,6,15,0,1,17,567,1,TRUE,15,10 - 15,1,1,0
2,9,7,15,0,1,16,491,1,TRUE,15,10 - 15,1,1,0
2,9,8,15,0,1,14,388,1,TRUE,15,10 - 15,1,1,0
2,9,9,15,0,1,16,427,1,TRUE,15,10 - 15,1,1,0
2,9,10,15,0,1,16,799,1,TRUE,15,10 - 15,1,1,0
2,10,1,12,6,2,6,1019,1,FALSE,6,5 - 10,NA,0,1
2,10,2,12,6,1,14,356,1,TRUE,6,5 - 10,2,0,1
2,10,3,12,6,1,13,356,1,TRUE,6,5 - 10,1,1,0
2,10,4,12,6,1,10,429,1,TRUE,6,5 - 10,1,1,0
2,10,5,12,6,1,12,332,1,TRUE,6,5 - 10,1,1,0
2,10,6,12,6,1,12,312,1,TRUE,6,5 - 10,1,1,0
2,10,7,12,6,1,13,338,1,TRUE,6,5 - 10,1,1,0
2,10,8,12,6,1,13,398,1,TRUE,6,5 - 10,1,1,0
2,10,9,12,6,1,11,412,1,TRUE,6,5 - 10,1,1,0
2,10,10,12,6,1,13,426,1,TRUE,6,5 - 10,1,1,0
2,11,1,6,5,1,6,624,1,TRUE,1,< 5,NA,0,1
2,11,2,6,5,2,4,351,1,FALSE,1,< 5,1,0,1
2,11,3,6,5,1,6,413,1,TRUE,1,< 5,2,0,1
2,11,4,6,5,2,5,349,1,FALSE,1,< 5,1,0,1
2,11,5,6,5,2,6,374,1,FALSE,1,< 5,2,1,0
2,11,6,6,5,2,5,335,1,FALSE,1,< 5,2,1,0
2,11,7,6,5,1,5,333,1,TRUE,1,< 5,2,0,1
2,11,8,6,5,1,7,423,1,TRUE,1,< 5,1,1,0
2,11,9,6,5,1,6,358,1,TRUE,1,< 5,1,1,0
2,11,10,6,5,1,6,350,1,TRUE,1,< 5,1,1,0
2,12,1,-7,-4,1,-7,852,2,FALSE,3,< 5,NA,0,1
2,12,2,-7,-4,2,-3,382,2,TRUE,3,< 5,1,0,1
2,12,3,-7,-4,2,-3,367,2,TRUE,3,< 5,2,1,0
2,12,4,-7,-4,1,-6,438,2,FALSE,3,< 5,2,0,1
2,12,5,-7,-4,2,-4,377,2,TRUE,3,< 5,1,0,1
2,12,6,-7,-4,2,-6,399,2,TRUE,3,< 5,2,1,0
2,12,7,-7,-4,1,-5,398,2,FALSE,3,< 5,2,0,1
2,12,8,-7,-4,2,-3,344,2,TRUE,3,< 5,1,0,1
2,12,9,-7,-4,2,-4,374,2,TRUE,3,< 5,2,1,0
2,12,10,-7,-4,2,-4,405,2,TRUE,3,< 5,2,1,0
2,13,1,12,2,2,0,586,1,FALSE,10,5 - 10,NA,0,1
2,13,2,12,2,1,13,434,1,TRUE,10,5 - 10,2,0,1
2,13,3,12,2,1,13,423,1,TRUE,10,5 - 10,1,1,0
2,13,4,12,2,1,11,382,1,TRUE,10,5 - 10,1,1,0
2,13,5,12,2,1,12,353,1,TRUE,10,5 - 10,1,1,0
2,13,6,12,2,1,12,383,1,TRUE,10,5 - 10,1,1,0
2,13,7,12,2,1,11,390,1,TRUE,10,5 - 10,1,1,0
2,13,8,12,2,1,11,517,1,TRUE,10,5 - 10,1,1,0
2,13,9,12,2,1,11,539,1,TRUE,10,5 - 10,1,1,0
2,13,10,12,2,1,14,362,1,TRUE,10,5 - 10,1,1,0
2,14,1,6,2,1,7,6542,1,TRUE,4,< 5,NA,0,1
2,14,2,6,2,2,3,358,1,FALSE,4,< 5,1,0,1
2,14,3,6,2,1,5,280,1,TRUE,4,< 5,2,0,1
2,14,4,6,2,2,3,326,1,FALSE,4,< 5,1,0,1
2,14,5,6,2,1,6,337,1,TRUE,4,< 5,2,0,1
2,14,6,6,2,1,7,361,1,TRUE,4,< 5,1,1,0
2,14,7,6,2,1,4,836,1,TRUE,4,< 5,1,1,0
2,14,8,6,2,1,4,392,1,TRUE,4,< 5,1,1,0
2,14,9,6,2,1,8,2157,1,TRUE,4,< 5,1,1,0
2,14,10,6,2,1,5,387,1,TRUE,4,< 5,1,1,0
2,15,1,6,-9,2,-10,1880,1,FALSE,15,10 - 15,NA,0,1
2,15,2,6,-9,1,5,396,1,TRUE,15,10 - 15,2,0,1
2,15,3,6,-9,1,7,319,1,TRUE,15,10 - 15,1,1,0
2,15,4,6,-9,1,6,388,1,TRUE,15,10 - 15,1,1,0
2,15,5,6,-9,1,4,326,1,TRUE,15,10 - 15,1,1,0
2,15,6,6,-9,1,7,325,1,TRUE,15,10 - 15,1,1,0
2,15,7,6,-9,1,6,367,1,TRUE,15,10 - 15,1,1,0
2,15,8,6,-9,1,6,383,1,TRUE,15,10 - 15,1,1,0
2,15,9,6,-9,1,7,366,1,TRUE,15,10 - 15,1,1,0
2,15,10,6,-9,1,6,406,1,TRUE,15,10 - 15,1,1,0
2,16,1,5,-3,1,5,704,1,TRUE,8,5 - 10,NA,0,1
2,16,2,5,-3,2,-4,364,1,FALSE,8,5 - 10,1,0,1
2,16,3,5,-3,1,7,1951,1,TRUE,8,5 - 10,2,0,1
2,16,4,5,-3,1,6,367,1,TRUE,8,5 - 10,1,1,0
2,16,5,5,-3,1,6,352,1,TRUE,8,5 - 10,1,1,0
2,16,6,5,-3,1,5,336,1,TRUE,8,5 - 10,1,1,0
2,16,7,5,-3,1,8,374,1,TRUE,8,5 - 10,1,1,0
2,16,8,5,-3,1,4,413,1,TRUE,8,5 - 10,1,1,0
2,16,9,5,-3,1,5,318,1,TRUE,8,5 - 10,1,1,0
2,16,10,5,-3,1,7,356,1,TRUE,8,5 - 10,1,1,0
2,17,1,-2,11,2,10,962,2,TRUE,13,10 - 15,NA,0,1
2,17,2,-2,11,1,-3,459,2,FALSE,13,10 - 15,2,0,1
2,17,3,-2,11,2,10,320,2,TRUE,13,10 - 15,1,0,1
2,17,4,-2,11,2,11,270,2,TRUE,13,10 - 15,2,1,0
2,17,5,-2,11,2,12,326,2,TRUE,13,10 - 15,2,1,0
2,17,6,-2,11,2,10,287,2,TRUE,13,10 - 15,2,1,0
2,17,7,-2,11,2,10,340,2,TRUE,13,10 - 15,2,1,0
2,17,8,-2,11,2,11,350,2,TRUE,13,10 - 15,2,1,0
2,17,9,-2,11,2,9,282,2,TRUE,13,10 - 15,2,1,0
2,17,10,-2,11,2,11,358,2,TRUE,13,10 - 15,2,1,0
2,18,1,-1,-9,2,-9,671,1,FALSE,8,5 - 10,NA,0,1
2,18,2,-1,-9,1,-2,374,1,TRUE,8,5 - 10,2,0,1
