cond,id,id2,seed,trial,deck,payoff,rt,block,age,gender,trend,volatility,previous_deck,repeat_deck,switch_deck,run_nr,run_length
ts,11,51,3,118,1,30,1529.3143,5,23,male,No Trend,Variance Changes,1,1,0,2284,44
ts,11,51,3,119,1,38,1584.1394,5,23,male,No Trend,Variance Changes,1,1,0,2284,45
ts,11,51,3,120,1,38,1640.7625,5,23,male,No Trend,Variance Changes,1,1,0,2284,46
ts,11,51,3,121,1,43,1655.2483,5,23,male,No Trend,Variance Changes,1,1,0,2284,47
ts,11,51,3,122,1,50,1663.1031,5,23,male,No Trend,Variance Changes,1,1,0,2284,48
ts,11,51,3,123,1,44,1647.3116,5,23,male,No Trend,Variance Changes,1,1,0,2284,49
ts,11,51,3,124,1,45,1622.6288,5,23,male,No Trend,Variance Changes,1,1,0,2284,50
ts,11,51,3,125,1,42,1727.2848,5,23,male,No Trend,Variance Changes,1,1,0,2284,51
ts,11,51,3,126,1,38,1663.2534,6,23,male,No Trend,Variance Changes,1,1,0,2284,52
ts,11,51,3,127,1,44,1588.9654,6,23,male,No Trend,Variance Changes,1,1,0,2284,53
ts,11,51,3,128,1,40,1663.2927,6,23,male,No Trend,Variance Changes,1,1,0,2284,54
ts,11,51,3,129,1,47,1823.5024,6,23,male,No Trend,Variance Changes,1,1,0,2284,55
ts,11,51,3,130,1,39,1807.3296,6,23,male,No Trend,Variance Changes,1,1,0,2284,56
ts,11,51,3,131,1,48,1750.8876,6,23,male,No Trend,Variance Changes,1,1,0,2284,57
ts,11,51,3,132,1,35,1783.7393,6,23,male,No Trend,Variance Changes,1,1,0,2284,58
ts,11,51,3,133,1,40,1735.7592,6,23,male,No Trend,Variance Changes,1,1,0,2284,59
ts,11,51,3,134,1,31,1694.6843,6,23,male,No Trend,Variance Changes,1,1,0,2284,60
ts,11,51,3,135,1,36,1736.5607,6,23,male,No Trend,Variance Changes,1,1,0,2284,61
ts,11,51,3,136,1,41,1818.77,6,23,male,No Trend,Variance Changes,1,1,0,2284,62
ts,11,51,3,137,1,39,1727.4837,6,23,male,No Trend,Variance Changes,1,1,0,2284,63
ts,11,51,3,138,1,45,1830.8778,6,23,male,No Trend,Variance Changes,1,1,0,2284,64
ts,11,51,3,139,1,53,1603.5059,6,23,male,No Trend,Variance Changes,1,1,0,2284,65
ts,11,51,3,140,1,65,1807.6887,6,23,male,No Trend,Variance Changes,1,1,0,2284,66
ts,11,51,3,141,1,58,1755.4397,6,23,male,No Trend,Variance Changes,1,1,0,2284,67
ts,11,51,3,142,1,64,1815.2659,6,23,male,No Trend,Variance Changes,1,1,0,2284,68
ts,11,51,3,143,1,57,1592.3042,6,23,male,No Trend,Variance Changes,1,1,0,2284,69
ts,11,51,3,144,1,50,1622.7228,6,23,male,No Trend,Variance Changes,1,1,0,2284,70
ts,11,51,3,145,1,44,1758.7481,6,23,male,No Trend,Variance Changes,1,1,0,2284,71
ts,11,51,3,146,1,44,1907.427,6,23,male,No Trend,Variance Changes,1,1,0,2284,72
ts,11,51,3,147,1,45,1631.6341,6,23,male,No Trend,Variance Changes,1,1,0,2284,73
ts,11,51,3,148,1,50,1791.4093,6,23,male,No Trend,Variance Changes,1,1,0,2284,74
ts,11,51,3,149,1,40,2047.5165,6,23,male,No Trend,Variance Changes,1,1,0,2284,75
ts,11,51,3,150,1,40,1706.9676,6,23,male,No Trend,Variance Changes,1,1,0,2284,76
ts,11,51,3,151,1,39,2164.5753,7,23,male,No Trend,Variance Changes,1,1,0,2284,77
ts,11,51,3,152,1,37,2054.7464,7,23,male,No Trend,Variance Changes,1,1,0,2284,78
ts,11,51,3,153,1,39,2278.9899,7,23,male,No Trend,Variance Changes,1,1,0,2284,79
ts,11,51,3,154,1,34,3422.8072,7,23,male,No Trend,Variance Changes,1,1,0,2284,80
ts,11,51,3,155,1,28,1600.4122,7,23,male,No Trend,Variance Changes,1,1,0,2284,81
ts,11,51,3,156,1,39,1702.6757,7,23,male,No Trend,Variance Changes,1,1,0,2284,82
ts,11,51,3,157,1,38,2024.7286,7,23,male,No Trend,Variance Changes,1,1,0,2284,83
ts,11,51,3,158,2,53,1998.3008,7,23,male,No Trend,Variance Changes,1,0,1,2285,1
ts,11,51,3,159,2,47,1738.5914,7,23,male,No Trend,Variance Changes,2,1,0,2285,2
ts,11,51,3,160,2,50,1951.2336,7,23,male,No Trend,Variance Changes,2,1,0,2285,3
ts,11,51,3,161,2,50,2096.1937,7,23,male,No Trend,Variance Changes,2,1,0,2285,4
ts,11,51,3,162,2,48,1533.6775,7,23,male,No Trend,Variance Changes,2,1,0,2285,5
ts,11,51,3,163,2,46,1677.1621,7,23,male,No Trend,Variance Changes,2,1,0,2285,6
ts,11,51,3,164,2,49,1877.9251,7,23,male,No Trend,Variance Changes,2,1,0,2285,7
ts,11,51,3,165,2,53,2550.7155,7,23,male,No Trend,Variance Changes,2,1,0,2285,8
ts,11,51,3,166,2,43,1895.4659,7,23,male,No Trend,Variance Changes,2,1,0,2285,9
ts,11,51,3,167,2,48,1693.9982,7,23,male,No Trend,Variance Changes,2,1,0,2285,10
ts,11,51,3,168,2,48,1848.2529,7,23,male,No Trend,Variance Changes,2,1,0,2285,11
ts,11,51,3,169,2,50,1734.9766,7,23,male,No Trend,Variance Changes,2,1,0,2285,12
ts,11,51,3,170,2,50,1647.4028,7,23,male,No Trend,Variance Changes,2,1,0,2285,13
ts,11,51,3,171,2,38,1631.6004,7,23,male,No Trend,Variance Changes,2,1,0,2285,14
ts,11,51,3,172,2,43,1583.6138,7,23,male,No Trend,Variance Changes,2,1,0,2285,15
ts,11,51,3,173,2,44,1584.4668,7,23,male,No Trend,Variance Changes,2,1,0,2285,16
ts,11,51,3,174,2,50,1583.2953,7,23,male,No Trend,Variance Changes,2,1,0,2285,17
ts,11,51,3,175,2,52,1895.5065,7,23,male,No Trend,Variance Changes,2,1,0,2285,18
ts,11,51,3,176,2,57,1519.9609,8,23,male,No Trend,Variance Changes,2,1,0,2285,19
ts,11,51,3,177,2,60,1523.8375,8,23,male,No Trend,Variance Changes,2,1,0,2285,20
ts,11,51,3,178,2,69,1629.8956,8,23,male,No Trend,Variance Changes,2,1,0,2285,21
ts,11,51,3,179,2,64,1719.3603,8,23,male,No Trend,Variance Changes,2,1,0,2285,22
ts,11,51,3,180,2,61,1680.0802,8,23,male,No Trend,Variance Changes,2,1,0,2285,23
ts,11,51,3,181,2,58,1727.8987,8,23,male,No Trend,Variance Changes,2,1,0,2285,24
ts,11,51,3,182,2,64,1552.2574,8,23,male,No Trend,Variance Changes,2,1,0,2285,25
ts,11,51,3,183,2,54,1691.551,8,23,male,No Trend,Variance Changes,2,1,0,2285,26
ts,11,51,3,184,2,59,1671.9235,8,23,male,No Trend,Variance Changes,2,1,0,2285,27
ts,11,51,3,185,2,67,1663.7559,8,23,male,No Trend,Variance Changes,2,1,0,2285,28
ts,11,51,3,186,2,62,1575.5466,8,23,male,No Trend,Variance Changes,2,1,0,2285,29
ts,11,51,3,187,2,65,1608.8692,8,23,male,No Trend,Variance Changes,2,1,0,2285,30
ts,11,51,3,188,2,69,1615.3563,8,23,male,No Trend,Variance Changes,2,1,0,2285,31
ts,11,51,3,189,2,64,1695.6306,8,23,male,No Trend,Variance Changes,2,1,0,2285,32
ts,11,51,3,190,2,52,1639.1877,8,23,male,No Trend,Variance Changes,2,1,0,2285,33
ts,11,51,3,191,2,50,1567.6943,8,23,male,No Trend,Variance Changes,2,1,0,2285,34
ts,11,51,3,192,2,45,1807.634,8,23,male,No Trend,Variance Changes,2,1,0,2285,35
ts,11,51,3,193,2,48,1653.7618,8,23,male,No Trend,Variance Changes,2,1,0,2285,36
ts,11,51,3,194,2,56,1590.6678,8,23,male,No Trend,Variance Changes,2,1,0,2285,37
ts,11,51,3,195,2,58,1531.0532,8,23,male,No Trend,Variance Changes,2,1,0,2285,38
ts,11,51,3,196,2,51,1532.9898,8,23,male,No Trend,Variance Changes,2,1,0,2285,39
ts,11,51,3,197,2,55,1575.4927,8,23,male,No Trend,Variance Changes,2,1,0,2285,40
ts,11,51,3,198,2,54,1601.8168,8,23,male,No Trend,Variance Changes,2,1,0,2285,41
ts,11,51,3,199,2,51,1529.4059,8,23,male,No Trend,Variance Changes,2,1,0,2285,42
ts,11,51,3,200,2,43,1654.3616,8,23,male,No Trend,Variance Changes,2,1,0,2285,43
ntn,12,32,3,1,2,-9,1321.3475,1,23,male,Trend,Variance Stable,NA,0,1,2286,1
ntn,12,32,3,2,3,23,1818.833,1,23,male,Trend,Variance Stable,2,0,1,2287,1
ntn,12,32,3,3,4,59,1906.8999,1,23,male,Trend,Variance Stable,3,0,1,2288,1
ntn,12,32,3,4,1,-72,1639.4361,1,23,male,Trend,Variance Stable,4,0,1,2289,1
ntn,12,32,3,5,4,72,1847.1446,1,23,male,Trend,Variance Stable,1,0,1,2290,1
ntn,12,32,3,6,4,58,1893.0353,1,23,male,Trend,Variance Stable,4,1,0,2290,2
ntn,12,32,3,7,3,48,1871.4438,1,23,male,Trend,Variance Stable,4,0,1,2291,1
ntn,12,32,3,8,2,-15,1819.6179,1,23,male,Trend,Variance Stable,3,0,1,2292,1
ntn,12,32,3,9,4,60,1708.3406,1,23,male,Trend,Variance Stable,2,0,1,2293,1
ntn,12,32,3,10,4,61,1539.487,1,23,male,Trend,Variance Stable,4,1,0,2293,2
ntn,12,32,3,11,4,61,1845.7015,1,23,male,Trend,Variance Stable,4,1,0,2293,3
ntn,12,32,3,12,4,64,1875.8573,1,23,male,Trend,Variance Stable,4,1,0,2293,4
ntn,12,32,3,13,4,59,1739.1777,1,23,male,Trend,Variance Stable,4,1,0,2293,5
ntn,12,32,3,14,4,50,1875.6393,1,23,male,Trend,Variance Stable,4,1,0,2293,6
ntn,12,32,3,15,4,54,3516.2507,1,23,male,Trend,Variance Stable,4,1,0,2293,7
ntn,12,32,3,16,4,59,1883.7203,1,23,male,Trend,Variance Stable,4,1,0,2293,8
ntn,12,32,3,17,4,66,1875.2187,1,23,male,Trend,Variance Stable,4,1,0,2293,9
ntn,12,32,3,18,4,56,1803.1022,1,23,male,Trend,Variance Stable,4,1,0,2293,10
ntn,12,32,3,19,4,52,1915.9069,1,23,male,Trend,Variance Stable,4,1,0,2293,11
ntn,12,32,3,20,4,49,1664.1349,1,23,male,Trend,Variance Stable,4,1,0,2293,12
ntn,12,32,3,21,4,45,1571.7298,1,23,male,Trend,Variance Stable,4,1,0,2293,13
ntn,12,32,3,22,3,38,1932.8116,1,23,male,Trend,Variance Stable,4,0,1,2294,1
ntn,12,32,3,23,4,41,2629.4026,1,23,male,Trend,Variance Stable,3,0,1,2295,1
ntn,12,32,3,24,4,36,1939.1991,1,23,male,Trend,Variance Stable,4,1,0,2295,2
ntn,12,32,3,25,1,-49,3256.5538,1,23,male,Trend,Variance Stable,4,0,1,2296,1
ntn,12,32,3,26,4,42,11658.7221,2,23,male,Trend,Variance Stable,1,0,1,2297,1
ntn,12,32,3,27,4,38,1537.7566,2,23,male,Trend,Variance Stable,4,1,0,2297,2
ntn,12,32,3,28,4,39,1517.0992,2,23,male,Trend,Variance Stable,4,1,0,2297,3
ntn,12,32,3,29,4,29,1581.5971,2,23,male,Trend,Variance Stable,4,1,0,2297,4
ntn,12,32,3,30,3,26,1725.2259,2,23,male,Trend,Variance Stable,4,0,1,2298,1
ntn,12,32,3,31,2,-25,1875.6409,2,23,male,Trend,Variance Stable,3,0,1,2299,1
ntn,12,32,3,32,4,26,2179.4126,2,23,male,Trend,Variance Stable,2,0,1,2300,1
ntn,12,32,3,33,4,22,2004.3263,2,23,male,Trend,Variance Stable,4,1,0,2300,2
ntn,12,32,3,34,3,22,1771.1025,2,23,male,Trend,Variance Stable,4,0,1,2301,1
ntn,12,32,3,35,4,34,1835.3844,2,23,male,Trend,Variance Stable,3,0,1,2302,1
ntn,12,32,3,36,4,25,1981.7182,2,23,male,Trend,Variance Stable,4,1,0,2302,2
ntn,12,32,3,37,4,28,1944.2671,2,23,male,Trend,Variance Stable,4,1,0,2302,3
ntn,12,32,3,38,4,26,2248.6839,2,23,male,Trend,Variance Stable,4,1,0,2302,4
ntn,12,32,3,39,3,17,1787.3353,2,23,male,Trend,Variance Stable,4,0,1,2303,1
ntn,12,32,3,40,4,20,1683.4428,2,23,male,Trend,Variance Stable,3,0,1,2304,1
ntn,12,32,3,41,4,13,1723.3014,2,23,male,Trend,Variance Stable,4,1,0,2304,2
ntn,12,32,3,42,4,25,1803.1338,2,23,male,Trend,Variance Stable,4,1,0,2304,3
ntn,12,32,3,43,4,32,4068.1122,2,23,male,Trend,Variance Stable,4,1,0,2304,4
ntn,12,32,3,44,4,19,1868.5877,2,23,male,Trend,Variance Stable,4,1,0,2304,5
ntn,12,32,3,45,4,24,1569.6153,2,23,male,Trend,Variance Stable,4,1,0,2304,6
ntn,12,32,3,46,4,22,1868.8357,2,23,male,Trend,Variance Stable,4,1,0,2304,7
ntn,12,32,3,47,4,23,1915.4732,2,23,male,Trend,Variance Stable,4,1,0,2304,8
ntn,12,32,3,48,4,21,1939.2437,2,23,male,Trend,Variance Stable,4,1,0,2304,9
ntn,12,32,3,49,4,17,2080.9244,2,23,male,Trend,Variance Stable,4,1,0,2304,10
ntn,12,32,3,50,3,2,1539.2495,2,23,male,Trend,Variance Stable,4,0,1,2305,1
ntn,12,32,3,51,4,12,1580.9844,3,23,male,Trend,Variance Stable,3,0,1,2306,1
ntn,12,32,3,52,4,14,1861.1559,3,23,male,Trend,Variance Stable,4,1,0,2306,2
ntn,12,32,3,53,4,40,1529.2015,3,23,male,Trend,Variance Stable,4,1,0,2306,3
ntn,12,32,3,54,4,3,1855.2114,3,23,male,Trend,Variance Stable,4,1,0,2306,4
ntn,12,32,3,55,3,22,1603.1566,3,23,male,Trend,Variance Stable,4,0,1,2307,1
ntn,12,32,3,56,3,12,1852.7531,3,23,male,Trend,Variance Stable,3,1,0,2307,2
ntn,12,32,3,57,4,-29,1827.153,3,23,male,Trend,Variance Stable,3,0,1,2308,1
ntn,12,32,3,58,2,13,2011.1567,3,23,male,Trend,Variance Stable,4,0,1,2309,1
ntn,12,32,3,59,1,-7,1787.5606,3,23,male,Trend,Variance Stable,2,0,1,2310,1
ntn,12,32,3,60,3,47,2323.4483,3,23,male,Trend,Variance Stable,1,0,1,2311,1
ntn,12,32,3,61,3,78,1723.0895,3,23,male,Trend,Variance Stable,3,1,0,2311,2
ntn,12,32,3,62,3,102,1858.6693,3,23,male,Trend,Variance Stable,3,1,0,2311,3
ntn,12,32,3,63,3,124,1771.4348,3,23,male,Trend,Variance Stable,3,1,0,2311,4
ntn,12,32,3,64,3,110,1771.983,3,23,male,Trend,Variance Stable,3,1,0,2311,5
ntn,12,32,3,65,3,107,2075.36,3,23,male,Trend,Variance Stable,3,1,0,2311,6
ntn,12,32,3,66,3,90,2707.5176,3,23,male,Trend,Variance Stable,3,1,0,2311,7
ntn,12,32,3,67,3,81,2859.359,3,23,male,Trend,Variance Stable,3,1,0,2311,8
ntn,12,32,3,68,3,75,2755.3996,3,23,male,Trend,Variance Stable,3,1,0,2311,9
ntn,12,32,3,69,3,72,1515.3778,3,23,male,Trend,Variance Stable,3,1,0,2311,10
ntn,12,32,3,70,3,83,1756.4545,3,23,male,Trend,Variance Stable,3,1,0,2311,11
ntn,12,32,3,71,3,86,1923.5396,3,23,male,Trend,Variance Stable,3,1,0,2311,12
ntn,12,32,3,72,3,66,1931.3957,3,23,male,Trend,Variance Stable,3,1,0,2311,13
ntn,12,32,3,73,3,54,1547.3017,3,23,male,Trend,Variance Stable,3,1,0,2311,14
ntn,12,32,3,74,3,51,1925.3563,3,23,male,Trend,Variance Stable,3,1,0,2311,15
ntn,12,32,3,75,3,52,1835.54,3,23,male,Trend,Variance Stable,3,1,0,2311,16
ntn,12,32,3,76,3,52,1859.3035,4,23,male,Trend,Variance Stable,3,1,0,2311,17
ntn,12,32,3,77,3,70,1923.7658,4,23,male,Trend,Variance Stable,3,1,0,2311,18
ntn,12,32,3,78,3,70,1979.2008,4,23,male,Trend,Variance Stable,3,1,0,2311,19
ntn,12,32,3,79,3,90,1876.7209,4,23,male,Trend,Variance Stable,3,1,0,2311,20
ntn,12,32,3,80,3,76,1882.9078,4,23,male,Trend,Variance Stable,3,1,0,2311,21
ntn,12,32,3,81,3,73,1707.2614,4,23,male,Trend,Variance Stable,3,1,0,2311,22
ntn,12,32,3,82,3,52,1628.9986,4,23,male,Trend,Variance Stable,3,1,0,2311,23
ntn,12,32,3,83,3,68,1604.3423,4,23,male,Trend,Variance Stable,3,1,0,2311,24
ntn,12,32,3,84,3,57,1652.9048,4,23,male,Trend,Variance Stable,3,1,0,2311,25
ntn,12,32,3,85,3,60,2020.4064,4,23,male,Trend,Variance Stable,3,1,0,2311,26
ntn,12,32,3,86,3,42,1947.0912,4,23,male,Trend,Variance Stable,3,1,0,2311,27
ntn,12,32,3,87,3,43,1747.8994,4,23,male,Trend,Variance Stable,3,1,0,2311,28
ntn,12,32,3,88,3,68,1970.2072,4,23,male,Trend,Variance Stable,3,1,0,2311,29
ntn,12,32,3,89,3,74,1554.2476,4,23,male,Trend,Variance Stable,3,1,0,2311,30
ntn,12,32,3,90,3,95,1941.295,4,23,male,Trend,Variance Stable,3,1,0,2311,31
ntn,12,32,3,91,3,89,1939.5273,4,23,male,Trend,Variance Stable,3,1,0,2311,32
ntn,12,32,3,92,3,65,2698.7918,4,23,male,Trend,Variance Stable,3,1,0,2311,33
ntn,12,32,3,93,2,-73,2459.4933,4,23,male,Trend,Variance Stable,3,0,1,2312,1
ntn,12,32,3,94,3,63,2035.2534,4,23,male,Trend,Variance Stable,2,0,1,2313,1
ntn,12,32,3,95,3,61,1979.2069,4,23,male,Trend,Variance Stable,3,1,0,2313,2
ntn,12,32,3,96,3,79,2051.0389,4,23,male,Trend,Variance Stable,3,1,0,2313,3
ntn,12,32,3,97,3,86,2339.7586,4,23,male,Trend,Variance Stable,3,1,0,2313,4
ntn,12,32,3,98,3,99,2675.4976,4,23,male,Trend,Variance Stable,3,1,0,2313,5
ntn,12,32,3,99,3,116,1800.6152,4,23,male,Trend,Variance Stable,3,1,0,2313,6
ntn,12,32,3,100,3,121,1971.2004,4,23,male,Trend,Variance Stable,3,1,0,2313,7
ntn,12,32,3,101,3,105,1804.8095,5,23,male,Trend,Variance Stable,3,1,0,2313,8
ntn,12,32,3,102,3,112,1739.3045,5,23,male,Trend,Variance Stable,3,1,0,2313,9
ntn,12,32,3,103,3,110,1715.5876,5,23,male,Trend,Variance Stable,3,1,0,2313,10
ntn,12,32,3,104,3,113,1659.4665,5,23,male,Trend,Variance Stable,3,1,0,2313,11
ntn,12,32,3,105,3,92,1843.6931,5,23,male,Trend,Variance Stable,3,1,0,2313,12
ntn,12,32,3,106,3,93,1843.2522,5,23,male,Trend,Variance Stable,3,1,0,2313,13
ntn,12,32,3,107,3,97,1851.2383,5,23,male,Trend,Variance Stable,3,1,0,2313,14
ntn,12,32,3,108,3,93,1524.0216,5,23,male,Trend,Variance Stable,3,1,0,2313,15
ntn,12,32,3,109,3,91,3037.7849,5,23,male,Trend,Variance Stable,3,1,0,2313,16
ntn,12,32,3,110,3,96,1883.0164,5,23,male,Trend,Variance Stable,3,1,0,2313,17
ntn,12,32,3,111,3,82,1891.6039,5,23,male,Trend,Variance Stable,3,1,0,2313,18
ntn,12,32,3,112,3,77,1779.1259,5,23,male,Trend,Variance Stable,3,1,0,2313,19
ntn,12,32,3,113,3,76,1731.5206,5,23,male,Trend,Variance Stable,3,1,0,2313,20
ntn,12,32,3,114,3,72,1835.0938,5,23,male,Trend,Variance Stable,3,1,0,2313,21
ntn,12,32,3,115,3,69,1923.7876,5,23,male,Trend,Variance Stable,3,1,0,2313,22
ntn,12,32,3,116,3,96,1882.5694,5,23,male,Trend,Variance Stable,3,1,0,2313,23
ntn,12,32,3,117,3,74,1986.7695,5,23,male,Trend,Variance Stable,3,1,0,2313,24
ntn,12,32,3,118,3,71,2027.493,5,23,male,Trend,Variance Stable,3,1,0,2313,25
ntn,12,32,3,119,3,76,1907.3181,5,23,male,Trend,Variance Stable,3,1,0,2313,26
ntn,12,32,3,120,3,70,1883.4253,5,23,male,Trend,Variance Stable,3,1,0,2313,27
ntn,12,32,3,121,3,65,1522.8809,5,23,male,Trend,Variance Stable,3,1,0,2313,28
ntn,12,32,3,122,3,72,2637.8418,5,23,male,Trend,Variance Stable,3,1,0,2313,29
ntn,12,32,3,123,3,63,1875.6097,5,23,male,Trend,Variance Stable,3,1,0,2313,30
ntn,12,32,3,124,1,22,1843.5411,5,23,male,Trend,Variance Stable,3,0,1,2314,1
ntn,12,32,3,125,2,-35,1675.1535,5,23,male,Trend,Variance Stable,1,0,1,2315,1
ntn,12,32,3,126,3,42,1522.0651,6,23,male,Trend,Variance Stable,2,0,1,2316,1
ntn,12,32,3,127,3,45,1942.8905,6,23,male,Trend,Variance Stable,3,1,0,2316,2
ntn,12,32,3,128,3,44,1851.6942,6,23,male,Trend,Variance Stable,3,1,0,2316,3
ntn,12,32,3,129,3,40,1771.3582,6,23,male,Trend,Variance Stable,3,1,0,2316,4
ntn,12,32,3,130,3,39,2451.4517,6,23,male,Trend,Variance Stable,3,1,0,2316,5
ntn,12,32,3,131,3,37,1852.2292,6,23,male,Trend,Variance Stable,3,1,0,2316,6
ntn,12,32,3,132,4,5,2115.1299,6,23,male,Trend,Variance Stable,3,0,1,2317,1
ntn,12,32,3,133,1,15,2107.2901,6,23,male,Trend,Variance Stable,4,0,1,2318,1
ntn,12,32,3,134,3,54,1604.0489,6,23,male,Trend,Variance Stable,1,0,1,2319,1
ntn,12,32,3,135,3,38,1917.1299,6,23,male,Trend,Variance Stable,3,1,0,2319,2
ntn,12,32,3,136,3,38,1651.2639,6,23,male,Trend,Variance Stable,3,1,0,2319,3
ntn,12,32,3,137,1,14,1571.8571,6,23,male,Trend,Variance Stable,3,0,1,2320,1
ntn,12,32,3,138,4,-2,1997.2021,6,23,male,Trend,Variance Stable,1,0,1,2321,1
ntn,12,32,3,139,3,52,1554.3108,6,23,male,Trend,Variance Stable,4,0,1,2322,1
ntn,12,32,3,140,3,49,1893.5155,6,23,male,Trend,Variance Stable,3,1,0,2322,2
ntn,12,32,3,141,3,52,1699.3936,6,23,male,Trend,Variance Stable,3,1,0,2322,3
ntn,12,32,3,142,3,56,1948.2948,6,23,male,Trend,Variance Stable,3,1,0,2322,4
ntn,12,32,3,143,3,44,1586.7616,6,23,male,Trend,Variance Stable,3,1,0,2322,5
ntn,12,32,3,144,3,50,1677.1262,6,23,male,Trend,Variance Stable,3,1,0,2322,6
ntn,12,32,3,145,2,9,1611.1942,6,23,male,Trend,Variance Stable,3,0,1,2323,1
ntn,12,32,3,146,1,18,1652.3066,6,23,male,Trend,Variance Stable,2,0,1,2324,1
ntn,12,32,3,147,3,42,1804.5992,6,23,male,Trend,Variance Stable,1,0,1,2325,1
ntn,12,32,3,148,4,-30,1747.0451,6,23,male,Trend,Variance Stable,3,0,1,2326,1
ntn,12,32,3,149,3,33,1703.9903,6,23,male,Trend,Variance Stable,4,0,1,2327,1
ntn,12,32,3,150,2,6,1915.5332,6,23,male,Trend,Variance Stable,3,0,1,2328,1
ntn,12,32,3,151,1,13,2955.3712,7,23,male,Trend,Variance Stable,2,0,1,2329,1
ntn,12,32,3,152,3,44,1731.1149,7,23,male,Trend,Variance Stable,1,0,1,2330,1
ntn,12,32,3,153,3,76,1860.6189,7,23,male,Trend,Variance Stable,3,1,0,2330,2
ntn,12,32,3,154,3,49,2011.2074,7,23,male,Trend,Variance Stable,3,1,0,2330,3
ntn,12,32,3,155,3,40,1883.5011,7,23,male,Trend,Variance Stable,3,1,0,2330,4
ntn,12,32,3,156,3,54,1635.087,7,23,male,Trend,Variance Stable,3,1,0,2330,5
ntn,12,32,3,157,3,39,1932.6657,7,23,male,Trend,Variance Stable,3,1,0,2330,6
ntn,12,32,3,158,3,34,1914.7122,7,23,male,Trend,Variance Stable,3,1,0,2330,7
ntn,12,32,3,159,3,31,1564.4756,7,23,male,Trend,Variance Stable,3,1,0,2330,8
ntn,12,32,3,160,2,-36,1669.0574,7,23,male,Trend,Variance Stable,3,0,1,2331,1
ntn,12,32,3,161,3,52,1579.2824,7,23,male,Trend,Variance Stable,2,0,1,2332,1
ntn,12,32,3,162,3,45,1933.2558,7,23,male,Trend,Variance Stable,3,1,0,2332,2
ntn,12,32,3,163,3,47,1843.1792,7,23,male,Trend,Variance Stable,3,1,0,2332,3
ntn,12,32,3,164,4,-50,1563.0734,7,23,male,Trend,Variance Stable,3,0,1,2333,1
ntn,12,32,3,165,3,38,1645.1845,7,23,male,Trend,Variance Stable,4,0,1,2334,1
ntn,12,32,3,166,1,-59,1708.3637,7,23,male,Trend,Variance Stable,3,0,1,2335,1
ntn,12,32,3,167,3,8,1892.0169,7,23,male,Trend,Variance Stable,1,0,1,2336,1
ntn,12,32,3,168,2,-40,1930.7121,7,23,male,Trend,Variance Stable,3,0,1,2337,1
ntn,12,32,3,169,4,-25,1891.114,7,23,male,Trend,Variance Stable,2,0,1,2338,1
ntn,12,32,3,170,3,10,1916.5269,7,23,male,Trend,Variance Stable,4,0,1,2339,1
ntn,12,32,3,171,3,-4,1996.6664,7,23,male,Trend,Variance Stable,3,1,0,2339,2
ntn,12,32,3,172,1,-65,1962.7576,7,23,male,Trend,Variance Stable,3,0,1,2340,1
ntn,12,32,3,173,2,-30,1893.062,7,23,male,Trend,Variance Stable,1,0,1,2341,1
ntn,12,32,3,174,3,-21,1931.5071,7,23,male,Trend,Variance Stable,2,0,1,2342,1
ntn,12,32,3,175,4,-74,1978.8814,7,23,male,Trend,Variance Stable,3,0,1,2343,1
ntn,12,32,3,176,3,20,1940.9558,8,23,male,Trend,Variance Stable,4,0,1,2344,1
ntn,12,32,3,177,3,15,2003.6087,8,23,male,Trend,Variance Stable,3,1,0,2344,2
ntn,12,32,3,178,3,-23,1707.3842,8,23,male,Trend,Variance Stable,3,1,0,2344,3
ntn,12,32,3,179,2,42,1660.0067,8,23,male,Trend,Variance Stable,3,0,1,2345,1
ntn,12,32,3,180,2,48,1938.9604,8,23,male,Trend,Variance Stable,2,1,0,2345,2
ntn,12,32,3,181,2,34,2083.4301,8,23,male,Trend,Variance Stable,2,1,0,2345,3
ntn,12,32,3,182,2,51,2611.5974,8,23,male,Trend,Variance Stable,2,1,0,2345,4
ntn,12,32,3,183,2,36,1939.4528,8,23,male,Trend,Variance Stable,2,1,0,2345,5
ntn,12,32,3,184,2,41,2034.5191,8,23,male,Trend,Variance Stable,2,1,0,2345,6
ntn,12,32,3,185,2,59,1867.8603,8,23,male,Trend,Variance Stable,2,1,0,2345,7
ntn,12,32,3,186,2,49,1763.1973,8,23,male,Trend,Variance Stable,2,1,0,2345,8
ntn,12,32,3,187,2,61,1723.2771,8,23,male,Trend,Variance Stable,2,1,0,2345,9
ntn,12,32,3,188,2,67,1971.5113,8,23,male,Trend,Variance Stable,2,1,0,2345,10
ntn,12,32,3,189,2,53,1867.5741,8,23,male,Trend,Variance Stable,2,1,0,2345,11
ntn,12,32,3,190,2,21,1731.4862,8,23,male,Trend,Variance Stable,2,1,0,2345,12
ntn,12,32,3,191,2,2,1914.5805,8,23,male,Trend,Variance Stable,2,1,0,2345,13
ntn,12,32,3,192,2,1,1884.1948,8,23,male,Trend,Variance Stable,2,1,0,2345,14
ntn,12,32,3,193,1,83,1764.9431,8,23,male,Trend,Variance Stable,2,0,1,2346,1
ntn,12,32,3,194,1,93,1921.0575,8,23,male,Trend,Variance Stable,1,1,0,2346,2
ntn,12,32,3,195,1,96,1642.9297,8,23,male,Trend,Variance Stable,1,1,0,2346,3
