cond,id,id2,seed,trial,deck,payoff,rt,block,age,gender,trend,volatility,previous_deck,repeat_deck,switch_deck,run_nr,run_length
ntn,1,21,1,1,1,-72,1908.4545,1,19,male,Trend,Variance Stable,NA,0,1,1,1
ntn,1,21,1,2,2,0,3733.9498,1,19,male,Trend,Variance Stable,1,0,1,2,1
ntn,1,21,1,3,3,0,3162.7877,1,19,male,Trend,Variance Stable,2,0,1,3,1
ntn,1,21,1,4,4,50,3027.3895,1,19,male,Trend,Variance Stable,3,0,1,4,1
ntn,1,21,1,5,4,40,2418.0934,1,19,male,Trend,Variance Stable,4,1,0,4,2
ntn,1,21,1,6,4,46,2138.9691,1,19,male,Trend,Variance Stable,4,1,0,4,3
ntn,1,21,1,7,4,60,2715.2424,1,19,male,Trend,Variance Stable,4,1,0,4,4
ntn,1,21,1,8,4,55,1955.074,1,19,male,Trend,Variance Stable,4,1,0,4,5
ntn,1,21,1,9,4,64,2171.1971,1,19,male,Trend,Variance Stable,4,1,0,4,6
ntn,1,21,1,10,4,69,3611.2225,1,19,male,Trend,Variance Stable,4,1,0,4,7
ntn,1,21,1,11,4,70,1987.1135,1,19,male,Trend,Variance Stable,4,1,0,4,8
ntn,1,21,1,12,1,-56,1859.2503,1,19,male,Trend,Variance Stable,4,0,1,5,1
ntn,1,21,1,13,4,66,1891.0475,1,19,male,Trend,Variance Stable,1,0,1,6,1
ntn,1,21,1,14,4,57,1603.0827,1,19,male,Trend,Variance Stable,4,1,0,6,2
ntn,1,21,1,15,4,54,1923.0725,1,19,male,Trend,Variance Stable,4,1,0,6,3
ntn,1,21,1,16,3,2,1513.7181,1,19,male,Trend,Variance Stable,4,0,1,7,1
ntn,1,21,1,17,4,51,1900.9343,1,19,male,Trend,Variance Stable,3,0,1,8,1
ntn,1,21,1,18,2,7,2298.9816,1,19,male,Trend,Variance Stable,4,0,1,9,1
ntn,1,21,1,19,4,49,1874.9763,1,19,male,Trend,Variance Stable,2,0,1,10,1
ntn,1,21,1,20,4,42,2018.9972,1,19,male,Trend,Variance Stable,4,1,0,10,2
ntn,1,21,1,21,4,61,1779.1722,1,19,male,Trend,Variance Stable,4,1,0,10,3
ntn,1,21,1,22,4,65,2043.2386,1,19,male,Trend,Variance Stable,4,1,0,10,4
ntn,1,21,1,23,4,52,1891.2319,1,19,male,Trend,Variance Stable,4,1,0,10,5
ntn,1,21,1,24,4,60,2195.1432,1,19,male,Trend,Variance Stable,4,1,0,10,6
ntn,1,21,1,25,4,48,2019.1008,1,19,male,Trend,Variance Stable,4,1,0,10,7
ntn,1,21,1,26,4,48,1867.1369,2,19,male,Trend,Variance Stable,4,1,0,10,8
ntn,1,21,1,27,4,46,1867.0887,2,19,male,Trend,Variance Stable,4,1,0,10,9
ntn,1,21,1,28,4,30,1819.1515,2,19,male,Trend,Variance Stable,4,1,0,10,10
ntn,1,21,1,29,4,34,1907.2154,2,19,male,Trend,Variance Stable,4,1,0,10,11
ntn,1,21,1,30,4,39,1931.2963,2,19,male,Trend,Variance Stable,4,1,0,10,12
ntn,1,21,1,31,3,-8,1723.2728,2,19,male,Trend,Variance Stable,4,0,1,11,1
ntn,1,21,1,32,2,22,1954.3874,2,19,male,Trend,Variance Stable,3,0,1,12,1
ntn,1,21,1,33,2,18,1851.1211,2,19,male,Trend,Variance Stable,2,1,0,12,2
ntn,1,21,1,34,2,16,1770.9922,2,19,male,Trend,Variance Stable,2,1,0,12,3
ntn,1,21,1,35,2,19,1715.208,2,19,male,Trend,Variance Stable,2,1,0,12,4
ntn,1,21,1,36,4,34,1571.3229,2,19,male,Trend,Variance Stable,2,0,1,13,1
ntn,1,21,1,37,4,29,1947.0632,2,19,male,Trend,Variance Stable,4,1,0,13,2
ntn,1,21,1,38,4,24,1835.1281,2,19,male,Trend,Variance Stable,4,1,0,13,3
ntn,1,21,1,39,4,25,1595.2361,2,19,male,Trend,Variance Stable,4,1,0,13,4
ntn,1,21,1,40,4,25,1699.2194,2,19,male,Trend,Variance Stable,4,1,0,13,5
ntn,1,21,1,41,2,10,1803.2328,2,19,male,Trend,Variance Stable,4,0,1,14,1
ntn,1,21,1,42,4,17,2467.2077,2,19,male,Trend,Variance Stable,2,0,1,15,1
ntn,1,21,1,43,1,-36,1890.8906,2,19,male,Trend,Variance Stable,4,0,1,16,1
ntn,1,21,1,44,4,16,2067.0221,2,19,male,Trend,Variance Stable,1,0,1,17,1
ntn,1,21,1,45,3,-43,1931.0695,2,19,male,Trend,Variance Stable,4,0,1,18,1
ntn,1,21,1,46,2,8,1963.209,2,19,male,Trend,Variance Stable,3,0,1,19,1
ntn,1,21,1,47,4,9,1771.2763,2,19,male,Trend,Variance Stable,2,0,1,20,1
ntn,1,21,1,48,4,17,1691.2119,2,19,male,Trend,Variance Stable,4,1,0,20,2
ntn,1,21,1,49,4,13,1606.1921,2,19,male,Trend,Variance Stable,4,1,0,20,3
ntn,1,21,1,50,4,15,1731.1448,2,19,male,Trend,Variance Stable,4,1,0,20,4
ntn,1,21,1,51,4,17,1971.218,3,19,male,Trend,Variance Stable,4,1,0,20,5
ntn,1,21,1,52,4,19,1955.0182,3,19,male,Trend,Variance Stable,4,1,0,20,6
ntn,1,21,1,53,4,-23,2123.2001,3,19,male,Trend,Variance Stable,4,1,0,20,7
ntn,1,21,1,54,2,-26,1755.075,3,19,male,Trend,Variance Stable,4,0,1,21,1
ntn,1,21,1,55,1,-51,1811.2422,3,19,male,Trend,Variance Stable,2,0,1,22,1
ntn,1,21,1,56,3,-54,1842.957,3,19,male,Trend,Variance Stable,1,0,1,23,1
ntn,1,21,1,57,4,-24,1859.2474,3,19,male,Trend,Variance Stable,3,0,1,24,1
ntn,1,21,1,58,2,-37,1595.3049,3,19,male,Trend,Variance Stable,4,0,1,25,1
ntn,1,21,1,59,4,18,1835.0651,3,19,male,Trend,Variance Stable,2,0,1,26,1
ntn,1,21,1,60,4,-7,1763.3242,3,19,male,Trend,Variance Stable,4,1,0,26,2
ntn,1,21,1,61,4,-36,1915.1871,3,19,male,Trend,Variance Stable,4,1,0,26,3
ntn,1,21,1,62,3,-76,1763.2292,3,19,male,Trend,Variance Stable,4,0,1,27,1
ntn,1,21,1,63,2,37,1923.041,3,19,male,Trend,Variance Stable,3,0,1,28,1
ntn,1,21,1,64,2,45,1891.312,3,19,male,Trend,Variance Stable,2,1,0,28,2
ntn,1,21,1,65,2,59,1683.1736,3,19,male,Trend,Variance Stable,2,1,0,28,3
ntn,1,21,1,66,2,66,1675.19,3,19,male,Trend,Variance Stable,2,1,0,28,4
ntn,1,21,1,67,2,45,2091.2055,3,19,male,Trend,Variance Stable,2,1,0,28,5
ntn,1,21,1,68,2,66,1651.2949,3,19,male,Trend,Variance Stable,2,1,0,28,6
ntn,1,21,1,69,2,67,2035.2637,3,19,male,Trend,Variance Stable,2,1,0,28,7
ntn,1,21,1,70,2,40,1875.0205,3,19,male,Trend,Variance Stable,2,1,0,28,8
ntn,1,21,1,71,2,61,1626.9767,3,19,male,Trend,Variance Stable,2,1,0,28,9
ntn,1,21,1,72,2,53,1667.2498,3,19,male,Trend,Variance Stable,2,1,0,28,10
ntn,1,21,1,73,2,74,1891.2493,3,19,male,Trend,Variance Stable,2,1,0,28,11
ntn,1,21,1,74,2,32,2011.0987,3,19,male,Trend,Variance Stable,2,1,0,28,12
ntn,1,21,1,75,2,13,2011.2473,3,19,male,Trend,Variance Stable,2,1,0,28,13
ntn,1,21,1,76,2,15,1651.1656,4,19,male,Trend,Variance Stable,2,1,0,28,14
ntn,1,21,1,77,2,34,1794.9333,4,19,male,Trend,Variance Stable,2,1,0,28,15
ntn,1,21,1,78,2,37,1827.1847,4,19,male,Trend,Variance Stable,2,1,0,28,16
ntn,1,21,1,79,2,20,2027.2113,4,19,male,Trend,Variance Stable,2,1,0,28,17
ntn,1,21,1,80,2,9,1883.078,4,19,male,Trend,Variance Stable,2,1,0,28,18
ntn,1,21,1,81,2,29,1867.0419,4,19,male,Trend,Variance Stable,2,1,0,28,19
ntn,1,21,1,82,2,17,1987.278,4,19,male,Trend,Variance Stable,2,1,0,28,20
ntn,1,21,1,83,4,-3,2178.9615,4,19,male,Trend,Variance Stable,2,0,1,29,1
ntn,1,21,1,84,3,0,1787.0656,4,19,male,Trend,Variance Stable,4,0,1,30,1
ntn,1,21,1,85,1,65,1643.1671,4,19,male,Trend,Variance Stable,3,0,1,31,1
ntn,1,21,1,86,1,61,1883.2965,4,19,male,Trend,Variance Stable,1,1,0,31,2
ntn,1,21,1,87,1,58,1723.1282,4,19,male,Trend,Variance Stable,1,1,0,31,3
ntn,1,21,1,88,1,35,1627.014,4,19,male,Trend,Variance Stable,1,1,0,31,4
ntn,1,21,1,89,1,17,1611.3548,4,19,male,Trend,Variance Stable,1,1,0,31,5
ntn,1,21,1,90,1,27,1770.9799,4,19,male,Trend,Variance Stable,1,1,0,31,6
ntn,1,21,1,91,2,-58,1747.2428,4,19,male,Trend,Variance Stable,1,0,1,32,1
ntn,1,21,1,92,3,7,1579.2163,4,19,male,Trend,Variance Stable,2,0,1,33,1
ntn,1,21,1,93,4,-13,1563.0045,4,19,male,Trend,Variance Stable,3,0,1,34,1
ntn,1,21,1,94,1,64,1643.1838,4,19,male,Trend,Variance Stable,4,0,1,35,1
ntn,1,21,1,95,1,90,1755.1206,4,19,male,Trend,Variance Stable,1,1,0,35,2
ntn,1,21,1,96,1,100,1835.0118,4,19,male,Trend,Variance Stable,1,1,0,35,3
ntn,1,21,1,97,1,110,1571.1704,4,19,male,Trend,Variance Stable,1,1,0,35,4
ntn,1,21,1,98,1,120,1931.309,4,19,male,Trend,Variance Stable,1,1,0,35,5
ntn,1,21,1,99,1,81,2018.9965,4,19,male,Trend,Variance Stable,1,1,0,35,6
ntn,1,21,1,100,1,120,1971.2039,4,19,male,Trend,Variance Stable,1,1,0,35,7
ntn,1,21,1,101,1,128,1987.187,5,19,male,Trend,Variance Stable,1,1,0,35,8
ntn,1,21,1,102,1,145,2034.9333,5,19,male,Trend,Variance Stable,1,1,0,35,9
ntn,1,21,1,103,1,159,1811.2806,5,19,male,Trend,Variance Stable,1,1,0,35,10
ntn,1,21,1,104,1,149,2178.9727,5,19,male,Trend,Variance Stable,1,1,0,35,11
ntn,1,21,1,105,1,145,1979.2752,5,19,male,Trend,Variance Stable,1,1,0,35,12
ntn,1,21,1,106,2,-65,1899.1767,5,19,male,Trend,Variance Stable,1,0,1,36,1
ntn,1,21,1,107,1,132,1803.0256,5,19,male,Trend,Variance Stable,2,0,1,37,1
ntn,1,21,1,108,1,141,1851.2548,5,19,male,Trend,Variance Stable,1,1,0,37,2
ntn,1,21,1,109,1,136,1707.269,5,19,male,Trend,Variance Stable,1,1,0,37,3
ntn,1,21,1,110,1,137,1731.0897,5,19,male,Trend,Variance Stable,1,1,0,37,4
ntn,1,21,1,111,1,127,1827.0427,5,19,male,Trend,Variance Stable,1,1,0,37,5
ntn,1,21,1,112,1,132,1931.0228,5,19,male,Trend,Variance Stable,1,1,0,37,6
ntn,1,21,1,113,1,131,1891.242,5,19,male,Trend,Variance Stable,1,1,0,37,7
ntn,1,21,1,114,1,132,2027.1884,5,19,male,Trend,Variance Stable,1,1,0,37,8
ntn,1,21,1,115,1,129,1971.2325,5,19,male,Trend,Variance Stable,1,1,0,37,9
ntn,1,21,1,116,1,128,1907.2618,5,19,male,Trend,Variance Stable,1,1,0,37,10
ntn,1,21,1,117,4,17,2691.1597,5,19,male,Trend,Variance Stable,1,0,1,38,1
ntn,1,21,1,118,1,116,1842.9853,5,19,male,Trend,Variance Stable,4,0,1,39,1
ntn,1,21,1,119,1,114,1826.9474,5,19,male,Trend,Variance Stable,1,1,0,39,2
ntn,1,21,1,120,1,119,2339.0591,5,19,male,Trend,Variance Stable,1,1,0,39,3
ntn,1,21,1,121,1,121,1947.0005,5,19,male,Trend,Variance Stable,1,1,0,39,4
ntn,1,21,1,122,3,-29,1827.1061,5,19,male,Trend,Variance Stable,1,0,1,40,1
ntn,1,21,1,123,1,125,1819.2703,5,19,male,Trend,Variance Stable,3,0,1,41,1
ntn,1,21,1,124,1,114,2035.234,5,19,male,Trend,Variance Stable,1,1,0,41,2
ntn,1,21,1,125,1,123,2050.9563,5,19,male,Trend,Variance Stable,1,1,0,41,3
ntn,1,21,1,126,1,116,1939.2078,6,19,male,Trend,Variance Stable,1,1,0,41,4
ntn,1,21,1,127,1,121,1859.1891,6,19,male,Trend,Variance Stable,1,1,0,41,5
ntn,1,21,1,128,1,116,1883.0976,6,19,male,Trend,Variance Stable,1,1,0,41,6
ntn,1,21,1,129,1,107,1754.9801,6,19,male,Trend,Variance Stable,1,1,0,41,7
ntn,1,21,1,130,1,118,1939.2368,6,19,male,Trend,Variance Stable,1,1,0,41,8
ntn,1,21,1,131,1,103,2139.0336,6,19,male,Trend,Variance Stable,1,1,0,41,9
ntn,1,21,1,132,1,103,2035.0047,6,19,male,Trend,Variance Stable,1,1,0,41,10
ntn,1,21,1,133,1,101,1963.0286,6,19,male,Trend,Variance Stable,1,1,0,41,11
ntn,1,21,1,134,1,92,1883.2251,6,19,male,Trend,Variance Stable,1,1,0,41,12
ntn,1,21,1,135,1,98,1691.1391,6,19,male,Trend,Variance Stable,1,1,0,41,13
ntn,1,21,1,136,1,100,1931.0572,6,19,male,Trend,Variance Stable,1,1,0,41,14
ntn,1,21,1,137,1,88,1939.1321,6,19,male,Trend,Variance Stable,1,1,0,41,15
ntn,1,21,1,138,1,104,1931.1815,6,19,male,Trend,Variance Stable,1,1,0,41,16
ntn,1,21,1,139,1,97,2019.1298,6,19,male,Trend,Variance Stable,1,1,0,41,17
ntn,1,21,1,140,1,97,1891.2243,6,19,male,Trend,Variance Stable,1,1,0,41,18
ntn,1,21,1,141,1,85,2163.2301,6,19,male,Trend,Variance Stable,1,1,0,41,19
ntn,1,21,1,142,1,92,2011.131,6,19,male,Trend,Variance Stable,1,1,0,41,20
ntn,1,21,1,143,1,107,2219.227,6,19,male,Trend,Variance Stable,1,1,0,41,21
ntn,1,21,1,144,1,93,1523.0017,6,19,male,Trend,Variance Stable,1,1,0,41,22
ntn,1,21,1,145,1,99,1899.2811,6,19,male,Trend,Variance Stable,1,1,0,41,23
ntn,1,21,1,146,1,101,1963.0521,6,19,male,Trend,Variance Stable,1,1,0,41,24
ntn,1,21,1,147,1,90,2003.0749,6,19,male,Trend,Variance Stable,1,1,0,41,25
ntn,1,21,1,148,1,93,2115.0172,6,19,male,Trend,Variance Stable,1,1,0,41,26
ntn,1,21,1,149,1,91,1915.3139,6,19,male,Trend,Variance Stable,1,1,0,41,27
ntn,1,21,1,150,1,90,2163.1308,6,19,male,Trend,Variance Stable,1,1,0,41,28
ntn,1,21,1,151,1,86,2203.2764,7,19,male,Trend,Variance Stable,1,1,0,41,29
ntn,1,21,1,152,1,78,1803.0296,7,19,male,Trend,Variance Stable,1,1,0,41,30
ntn,1,21,1,153,1,61,1883.2664,7,19,male,Trend,Variance Stable,1,1,0,41,31
ntn,1,21,1,154,1,59,2139.0876,7,19,male,Trend,Variance Stable,1,1,0,41,32
ntn,1,21,1,155,1,53,2115.2534,7,19,male,Trend,Variance Stable,1,1,0,41,33
ntn,1,21,1,156,1,48,1563.2216,7,19,male,Trend,Variance Stable,1,1,0,41,34
ntn,1,21,1,157,1,26,2395.1657,7,19,male,Trend,Variance Stable,1,1,0,41,35
ntn,1,21,1,158,1,32,1939.2071,7,19,male,Trend,Variance Stable,1,1,0,41,36
ntn,1,21,1,159,1,35,2083.2397,7,19,male,Trend,Variance Stable,1,1,0,41,37
ntn,1,21,1,160,1,18,1939.0339,7,19,male,Trend,Variance Stable,1,1,0,41,38
ntn,1,21,1,161,1,29,1947.0049,7,19,male,Trend,Variance Stable,1,1,0,41,39
ntn,1,21,1,162,1,11,1779.1233,7,19,male,Trend,Variance Stable,1,1,0,41,40
ntn,1,21,1,163,2,-21,1931.0702000000001,7,19,male,Trend,Variance Stable,1,0,1,42,1
ntn,1,21,1,164,3,29,1715.1555,7,19,male,Trend,Variance Stable,2,0,1,43,1
ntn,1,21,1,165,4,17,1511.3283,7,19,male,Trend,Variance Stable,3,0,1,44,1
ntn,1,21,1,166,3,52,1535.0541,7,19,male,Trend,Variance Stable,4,0,1,45,1
ntn,1,21,1,167,4,10,1659.0807,7,19,male,Trend,Variance Stable,3,0,1,46,1
ntn,1,21,1,168,3,10,1571.0574,7,19,male,Trend,Variance Stable,4,0,1,47,1
ntn,1,21,1,169,3,9,1819.3142,7,19,male,Trend,Variance Stable,3,1,0,47,2
ntn,1,21,1,170,4,55,1883.011,7,19,male,Trend,Variance Stable,3,0,1,48,1
ntn,1,21,1,171,4,36,1915.1885,7,19,male,Trend,Variance Stable,4,1,0,48,2
ntn,1,21,1,172,2,-40,1907.0404,7,19,male,Trend,Variance Stable,4,0,1,49,1
ntn,1,21,1,173,4,45,1859.3032,7,19,male,Trend,Variance Stable,2,0,1,50,1
ntn,1,21,1,174,4,48,1771.0835,7,19,male,Trend,Variance Stable,4,1,0,50,2
ntn,1,21,1,175,4,95,1731.151,7,19,male,Trend,Variance Stable,4,1,0,50,3
ntn,1,21,1,176,4,93,2179.1908,8,19,male,Trend,Variance Stable,4,1,0,50,4
ntn,1,21,1,177,4,96,2211.0242,8,19,male,Trend,Variance Stable,4,1,0,50,5
ntn,1,21,1,178,4,36,2019.1552,8,19,male,Trend,Variance Stable,4,1,0,50,6
ntn,1,21,1,179,4,25,1931.1072,8,19,male,Trend,Variance Stable,4,1,0,50,7
ntn,1,21,1,180,4,33,2115.2929,8,19,male,Trend,Variance Stable,4,1,0,50,8
ntn,1,21,1,181,4,37,1763.1419,8,19,male,Trend,Variance Stable,4,1,0,50,9
ntn,1,21,1,182,4,48,2371.0997,8,19,male,Trend,Variance Stable,4,1,0,50,10
ntn,1,21,1,183,4,22,2195.2008,8,19,male,Trend,Variance Stable,4,1,0,50,11
ntn,1,21,1,184,4,-4,1907.2832,8,19,male,Trend,Variance Stable,4,1,0,50,12
ntn,1,21,1,185,3,-68,1611.2671,8,19,male,Trend,Variance Stable,4,0,1,51,1
ntn,1,21,1,186,2,47,1595.2444,8,19,male,Trend,Variance Stable,3,0,1,52,1
ntn,1,21,1,187,2,39,2027.0189,8,19,male,Trend,Variance Stable,2,1,0,52,2
ntn,1,21,1,188,1,-117,1979.0215,8,19,male,Trend,Variance Stable,2,0,1,53,1
ntn,1,21,1,189,2,45,2003.0564,8,19,male,Trend,Variance Stable,1,0,1,54,1
ntn,1,21,1,190,2,61,1931.0471,8,19,male,Trend,Variance Stable,2,1,0,54,2
ntn,1,21,1,191,2,60,2139.3086,8,19,male,Trend,Variance Stable,2,1,0,54,3
ntn,1,21,1,192,2,78,1931.2068,8,19,male,Trend,Variance Stable,2,1,0,54,4
ntn,1,21,1,193,2,76,1963.213,8,19,male,Trend,Variance Stable,2,1,0,54,5
ntn,1,21,1,194,2,61,1795.1282,8,19,male,Trend,Variance Stable,2,1,0,54,6
ntn,1,21,1,195,2,78,1947.2599,8,19,male,Trend,Variance Stable,2,1,0,54,7
ntn,1,21,1,196,2,35,1810.9574,8,19,male,Trend,Variance Stable,2,1,0,54,8
ntn,1,21,1,197,2,9,1787.171,8,19,male,Trend,Variance Stable,2,1,0,54,9
ntn,1,21,1,198,3,-59,2538.9751,8,19,male,Trend,Variance Stable,2,0,1,55,1
ntn,1,21,1,199,4,-14,1739.2882,8,19,male,Trend,Variance Stable,3,0,1,56,1
ntn,1,21,1,200,1,-58,1763.0245,8,19,male,Trend,Variance Stable,4,0,1,57,1
nts,1,1,1,1,2,2,1977.1172,1,21,female,Trend,Variance Changes,1,0,1,58,1
nts,1,1,1,2,2,0,3171.2489,1,21,female,Trend,Variance Changes,2,1,0,58,2
nts,1,1,1,3,2,1,2323.2092,1,21,female,Trend,Variance Changes,2,1,0,58,3
nts,1,1,1,4,2,6,2179.1492,1,21,female,Trend,Variance Changes,2,1,0,58,4
nts,1,1,1,5,2,14,2226.9762,1,21,female,Trend,Variance Changes,2,1,0,58,5
nts,1,1,1,6,2,13,2442.9855,1,21,female,Trend,Variance Changes,2,1,0,58,6
nts,1,1,1,7,2,14,2050.9914,1,21,female,Trend,Variance Changes,2,1,0,58,7
nts,1,1,1,8,2,14,2155.1751,1,21,female,Trend,Variance Changes,2,1,0,58,8
nts,1,1,1,9,2,15,2129.8087,1,21,female,Trend,Variance Changes,2,1,0,58,9
nts,1,1,1,10,2,12,2180.4357,1,21,female,Trend,Variance Changes,2,1,0,58,10
nts,1,1,1,11,2,13,2099.0917,1,21,female,Trend,Variance Changes,2,1,0,58,11
nts,1,1,1,12,2,19,1995.1112,1,21,female,Trend,Variance Changes,2,1,0,58,12
nts,1,1,1,13,2,15,2051.2048,1,21,female,Trend,Variance Changes,2,1,0,58,13
nts,1,1,1,14,2,15,1963.2489,1,21,female,Trend,Variance Changes,2,1,0,58,14
nts,1,1,1,15,2,19,2283.2249,1,21,female,Trend,Variance Changes,2,1,0,58,15
nts,1,1,1,16,2,10,2051.119,1,21,female,Trend,Variance Changes,2,1,0,58,16
nts,1,1,1,17,2,12,2059.2265,1,21,female,Trend,Variance Changes,2,1,0,58,17
nts,1,1,1,18,2,7,1971.4937,1,21,female,Trend,Variance Changes,2,1,0,58,18
nts,1,1,1,19,2,6,1955.0164,1,21,female,Trend,Variance Changes,2,1,0,58,19
nts,1,1,1,20,2,14,1995.196,1,21,female,Trend,Variance Changes,2,1,0,58,20
nts,1,1,1,21,2,28,1930.9967,1,21,female,Trend,Variance Changes,2,1,0,58,21
nts,1,1,1,22,2,20,1955.1982,1,21,female,Trend,Variance Changes,2,1,0,58,22
nts,1,1,1,23,2,9,2019.0552,1,21,female,Trend,Variance Changes,2,1,0,58,23
nts,1,1,1,24,2,24,1923.2975,1,21,female,Trend,Variance Changes,2,1,0,58,24
nts,1,1,1,25,2,13,1979.2705,1,21,female,Trend,Variance Changes,2,1,0,58,25
nts,1,1,1,26,2,22,1899.2271,2,21,female,Trend,Variance Changes,2,1,0,58,26
nts,1,1,1,27,2,27,2019.1947,2,21,female,Trend,Variance Changes,2,1,0,58,27
nts,1,1,1,28,2,25,1995.0993,2,21,female,Trend,Variance Changes,2,1,0,58,28
nts,1,1,1,29,2,30,1955.1584,2,21,female,Trend,Variance Changes,2,1,0,58,29
nts,1,1,1,30,2,25,2107.397,2,21,female,Trend,Variance Changes,2,1,0,58,30
nts,1,1,1,31,2,16,2203.4206,2,21,female,Trend,Variance Changes,2,1,0,58,31
nts,1,1,1,32,2,22,1931.0688,2,21,female,Trend,Variance Changes,2,1,0,58,32
nts,1,1,1,33,2,18,1963.0235,2,21,female,Trend,Variance Changes,2,1,0,58,33
nts,1,1,1,34,2,16,1963.1253,2,21,female,Trend,Variance Changes,2,1,0,58,34
nts,1,1,1,35,2,19,2091.041,2,21,female,Trend,Variance Changes,2,1,0,58,35
nts,1,1,1,36,2,20,2043.0937,2,21,female,Trend,Variance Changes,2,1,0,58,36
nts,1,1,1,37,2,12,2011.3306,2,21,female,Trend,Variance Changes,2,1,0,58,37
nts,1,1,1,38,2,9,2155.2505,2,21,female,Trend,Variance Changes,2,1,0,58,38
nts,1,1,1,39,2,10,1947.2824,2,21,female,Trend,Variance Changes,2,1,0,58,39
nts,1,1,1,40,2,5,1882.8432,2,21,female,Trend,Variance Changes,2,1,0,58,40
nts,1,1,1,41,2,10,1907.3129,2,21,female,Trend,Variance Changes,2,1,0,58,41
nts,1,1,1,42,2,2,2027.0181,2,21,female,Trend,Variance Changes,2,1,0,58,42
nts,1,1,1,43,2,15,1907.3625,2,21,female,Trend,Variance Changes,2,1,0,58,43
nts,1,1,1,44,2,12,1899.0304,2,21,female,Trend,Variance Changes,2,1,0,58,44
nts,1,1,1,45,2,9,2043.0082,2,21,female,Trend,Variance Changes,2,1,0,58,45
nts,1,1,1,46,2,8,1931.1623,2,21,female,Trend,Variance Changes,2,1,0,58,46
nts,1,1,1,47,2,10,1979.2215,2,21,female,Trend,Variance Changes,2,1,0,58,47
nts,1,1,1,48,2,9,1915.1309,2,21,female,Trend,Variance Changes,2,1,0,58,48
nts,1,1,1,49,2,13,1963.2601,2,21,female,Trend,Variance Changes,2,1,0,58,49
nts,1,1,1,50,2,4,1947.0241,2,21,female,Trend,Variance Changes,2,1,0,58,50
nts,1,1,1,51,2,10,1915.2914,3,21,female,Trend,Variance Changes,2,1,0,58,51
nts,1,1,1,52,2,3,1971.2013,3,21,female,Trend,Variance Changes,2,1,0,58,52
nts,1,1,1,53,2,10,1923.1384,3,21,female,Trend,Variance Changes,2,1,0,58,53
nts,1,1,1,54,2,-5,1931.2655,3,21,female,Trend,Variance Changes,2,1,0,58,54
nts,1,1,1,55,2,-1,2034.2978,3,21,female,Trend,Variance Changes,2,1,0,58,55
nts,1,1,1,56,2,-3,1907.1839,3,21,female,Trend,Variance Changes,2,1,0,58,56
nts,1,1,1,57,2,3,1923.2721,3,21,female,Trend,Variance Changes,2,1,0,58,57
nts,1,1,1,58,2,-14,1995.1453,3,21,female,Trend,Variance Changes,2,1,0,58,58
nts,1,1,1,59,2,-7,2059.3381,3,21,female,Trend,Variance Changes,2,1,0,58,59
nts,1,1,1,60,2,10,1907.2614,3,21,female,Trend,Variance Changes,2,1,0,58,60
nts,1,1,1,61,2,4,2171.0764,3,21,female,Trend,Variance Changes,2,1,0,58,61
nts,1,1,1,62,2,12,1934.4941,3,21,female,Trend,Variance Changes,2,1,0,58,62
nts,1,1,1,63,2,16,2031.1757,3,21,female,Trend,Variance Changes,2,1,0,58,63
nts,1,1,1,64,2,16,1915.4545,3,21,female,Trend,Variance Changes,2,1,0,58,64
nts,1,1,1,65,2,23,1915.1585,3,21,female,Trend,Variance Changes,2,1,0,58,65
nts,1,1,1,66,2,19,1899.3463,3,21,female,Trend,Variance Changes,2,1,0,58,66
nts,1,1,1,67,2,11,2019.1258,3,21,female,Trend,Variance Changes,2,1,0,58,67
nts,1,1,1,68,2,19,2050.973,3,21,female,Trend,Variance Changes,2,1,0,58,68
nts,1,1,1,69,2,23,1939.1089,3,21,female,Trend,Variance Changes,2,1,0,58,69
nts,1,1,1,70,2,8,2291.2175,3,21,female,Trend,Variance Changes,2,1,0,58,70
nts,1,1,1,71,2,24,2227.0541,3,21,female,Trend,Variance Changes,2,1,0,58,71
nts,1,1,1,72,2,20,1947.1262,3,21,female,Trend,Variance Changes,2,1,0,58,72
nts,1,1,1,73,2,23,1955.2348,3,21,female,Trend,Variance Changes,2,1,0,58,73
nts,1,1,1,74,2,10,2090.7678,3,21,female,Trend,Variance Changes,2,1,0,58,74
nts,1,1,1,75,2,10,2098.963,3,21,female,Trend,Variance Changes,2,1,0,58,75
nts,1,1,1,76,2,8,1911.9081,4,21,female,Trend,Variance Changes,2,1,0,58,76
nts,1,1,1,77,2,11,1941.6314,4,21,female,Trend,Variance Changes,2,1,0,58,77
nts,1,1,1,78,2,12,1890.4776,4,21,female,Trend,Variance Changes,2,1,0,58,78
nts,1,1,1,79,2,10,1915.2229,4,21,female,Trend,Variance Changes,2,1,0,58,79
nts,1,1,1,80,2,8,1883.453,4,21,female,Trend,Variance Changes,2,1,0,58,80
nts,1,1,1,81,2,8,1947.1056,4,21,female,Trend,Variance Changes,2,1,0,58,81
nts,1,1,1,82,2,7,2050.9991,4,21,female,Trend,Variance Changes,2,1,0,58,82
nts,1,1,1,83,2,6,1915.4106,4,21,female,Trend,Variance Changes,2,1,0,58,83
nts,1,1,1,84,2,10,1923.3149,4,21,female,Trend,Variance Changes,2,1,0,58,84
nts,1,1,1,85,2,9,1963.0685,4,21,female,Trend,Variance Changes,2,1,0,58,85
