,ID,rt,lgphcm0,lgphcm1,lgphcm2,lgpparser,lgprnn
0,1,577,-0.0,-0.0,-0.0,1.3862943611198906,1.3862943611198906
1,1,448,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906
2,1,738,2.1972245773362196,2.1972245773362196,2.1972245773362196,1.8091512119399242,1.3862943611198906
3,1,440,2.1610855307203463,2.1610855307203463,2.1610855307203463,1.3862943611198906,1.3862943611198906
4,1,406,2.214767640970206,2.214767640970206,2.214767640970206,1.3862943611198906,1.3862943611198906
5,1,687,3.58351893845611,3.58351893845611,3.58351893845611,2.1910326070882986,1.3862943611198906
6,1,551,3.2394951120709363,3.2394951120709363,3.2394951120709363,1.5538680612792897,1.3862943611198906
7,1,402,3.6698458754010024,3.6698458754010024,3.6698458754010024,1.8689491079191851,1.3862943611198906
8,1,542,4.027877930274535,4.027877930274535,4.027877930274535,1.8689491079191851,1.3862943611198906
9,1,613,3.7195469487667174,3.7195469487667174,3.7195469487667174,1.8055527913603908,1.3862943611198906
10,1,547,3.8874949073975715,3.8874949073975715,3.8874949073975715,1.6400748818959903,1.3862943611198906
11,1,499,3.820503285814359,3.820503285814359,3.820503285814359,1.439404186433839,1.3862943611198906
12,1,475,3.9644839866182604,3.9644839866182604,3.9644839866182604,1.6400748818959903,1.3862943611198906
13,1,401,3.9352020736809465,3.9352020736809465,3.9352020736809465,1.4578880143068995,1.3862943611198906
14,1,651,4.06093451097207,4.06093451097207,4.06093451097207,1.4578880143068995,1.3862943611198906
15,1,509,4.937795015816585,4.937795015816585,4.937795015816585,2.230340186120717,1.3862943611198906
16,1,406,4.664987990605552,4.664987990605552,4.664987990605552,2.230340186120717,1.3862943611198906
17,1,382,4.507251847206348,4.507251847206348,4.507251847206348,1.8718021769015916,1.3862943611198906
18,1,529,4.518103573552783,4.518103573552783,4.518103573552783,1.5463797764669631,1.3862943611198906
19,1,443,4.610961381818813,4.610961381818813,4.610961381818813,1.6454030611276154,1.5026090197103512
20,1,521,4.691274149770452,4.691274149770452,4.691274149770452,1.79720907399562,1.4161917541975417
21,1,386,4.604277384781607,4.604277384781607,4.604277384781607,0.2231435513142097,1.650800133641237
22,1,566,0.040821994520255166,0.2231435513142097,0.5108256237659907,2.91235066461494,1.5235569404167855
23,1,479,5.297044575395631,5.297044575395631,5.297044575395631,1.6267865507687131,1.7342684770441388
24,1,481,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.6267865507687131,1.5421168876765485
25,1,404,5.200235009806533,5.200235009806533,5.200235009806533,0.2231435513142097,1.6999755111441865
26,1,298,0.040821994520255166,0.2231435513142097,0.5108256237659907,3.0796137575346934,1.6652523981992517
27,1,521,5.151660790075815,5.151660790075815,5.151660790075815,1.5867096613565441,1.7372227770994968
28,1,404,6.275586876222217,6.275586876222217,6.275586876222217,2.4760960201058446,1.6715106517253646
29,1,399,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.6631420914059614,1.5215118400693368
30,1,416,5.237770405586974,5.237770405586974,5.237770405586974,1.5543392315571622,1.7010482737181543
31,1,383,5.410932995045677,5.410932995045677,5.410932995045677,1.9243575906695791,1.530748838753046
32,1,481,6.166723853197996,6.166723853197996,6.166723853197996,2.1812242359897778,1.5700784212149457
33,1,534,5.416128431510262,5.416128431510262,5.416128431510262,1.9011120061554188,1.5621947936230403
34,1,646,6.003025457751874,6.003025457751874,6.003025457751874,1.9264163543743116,1.6735480076996379
35,1,514,5.814764046933755,5.814764046933755,5.814764046933755,1.9264163543743116,1.7349547274448796
36,1,638,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.6871866653084777,1.62647240689812
37,1,728,5.826452571728366,5.826452571728366,5.826452571728366,1.7663497537026864,1.5374403990482377
38,1,379,5.716619227235433,5.716619227235433,5.716619227235433,1.7189076208420593,1.5614847234163198
39,1,431,5.8576368118912185,5.8576368118912185,5.8576368118912185,1.8220918570772904,1.6285538320369526
40,1,567,5.7575655435288935,5.7575655435288935,5.7575655435288935,1.7700738821564659,1.7413979313654417
41,1,372,5.809838434204814,5.809838434204814,5.809838434204814,0.2231435513142097,1.784707355649082
42,1,591,5.767188407554462,5.767188407554462,5.767188407554462,3.3894621254437345,1.5842434471047593
43,1,457,7.11044843559927,7.11044843559927,7.11044843559927,1.7700738821564657,1.481773683407549
44,1,446,5.90133103637957,5.90133103637957,5.90133103637957,0.2231435513142097,1.6400564840982101
45,1,691,5.868761554681323,5.868761554681323,5.868761554681323,3.0720545411136246,1.6136406484869532
46,1,416,5.803125770979797,5.803125770979797,5.803125770979797,1.7388700053076822,1.5581097164108126
47,1,401,5.7508232992884505,5.7508232992884505,5.7508232992884505,1.694767203240745,1.593044196790154
48,1,503,5.70897854649634,5.70897854649634,5.70897854649634,1.694767203240745,1.5385233671857144
49,1,665,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.8101086078962514,1.6169021850319454
50,1,484,6.678999713183305,6.678999713183305,6.678999713183305,1.8101086078962514,1.4751716727532933
51,1,676,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.7495713948469713,1.5636160214148511
52,1,661,6.537407858997665,6.537407858997665,6.537407858997665,1.7626028849365991,1.540396980890148
53,1,492,6.385123335112503,6.385123335112503,6.385123335112503,1.8681324480126285,1.604164077126351
54,1,556,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.6301181176716388,1.6217011898834885
55,1,405,6.514662885235393,6.514662885235393,6.514662885235393,1.6434397097115896,1.648737259126305
56,1,512,6.096041828871569,6.096041828871569,6.096041828871569,1.6434397097115898,1.6247889537686726
57,1,576,6.4689991877467214,6.4689991877467214,6.4689991877467214,0.2231435513142097,1.5932979006683643
58,1,406,6.121490211477283,6.121490211477283,6.121490211477283,3.068052935133618,1.533439606313163
59,1,626,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.5581446180465495,1.4392025631641807
60,1,539,6.657361380028144,6.657361380028144,6.657361380028144,1.6374117644765063,1.659527224778401
61,1,535,6.181563776012549,6.181563776012549,6.181563776012549,1.6486586255873814,1.634917543310007
62,1,518,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.465881799038238,1.7096562442218606
63,1,603,6.649090227445309,6.649090227445309,6.649090227445309,1.5268763117410797,1.6705938356387828
64,1,740,6.727394204545311,6.727394204545311,6.727394204545311,1.8440409757380953,1.4568469991770496
65,1,591,8.539295870742205,8.539295870742205,8.539295870742205,1.4907616208005017,1.546185139057851
66,1,855,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.4329420499116756,1.5562105642003232
67,1,438,6.723159881737417,6.723159881737417,6.723159881737417,1.4831441871098083,1.5041690580195408
68,1,439,6.481387556335461,6.481387556335461,6.481387556335461,1.613276688741266,1.7580154680191702
69,1,499,6.861366336127722,6.861366336127722,6.861366336127722,1.8268507890393246,1.6286473231670782
70,1,725,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.472967843191624,1.5892973821446137
71,1,430,6.797373672262595,6.797373672262595,6.797373672262595,1.4291760886031568,1.5232509441593656
72,1,422,6.589912415856592,6.589912415856592,6.589912415856592,1.597167819842286,1.5370800166646996
73,1,661,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.4130274233169595,1.7042145048298687
74,1,400,6.80423717500248,6.80423717500248,6.80423717500248,1.4130274233169595,1.684238228120086
75,1,362,7.013472240551096,7.013472240551096,7.013472240551096,0.2231435513142097,1.5673187373462625
76,1,521,6.69289212421623,6.69289212421623,6.69289212421623,3.2604974995590204,1.5534081009746044
77,1,430,6.634688860497153,6.634688860497153,6.634688860497153,1.6186972378468971,1.6447424703726836
78,1,635,6.585606990495468,6.585606990495468,6.585606990495468,1.6186972378468971,1.6361899711862566
79,1,482,7.106223031318507,7.106223031318507,7.106223031318507,1.8833897920739784,1.458520808585693
80,1,617,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.4538644199409192,1.4687011138511903
81,1,700,7.080327497037756,7.080327497037756,7.080327497037756,1.4641368478838248,1.5348246695244117
82,1,623,7.0901205328187595,7.0901205328187595,7.0901205328187595,1.8696019559919879,1.5106002918771766
83,1,445,6.997543201165364,6.997543201165364,6.997543201165364,0.2231435513142097,1.50218306409949
84,1,490,6.8271039929729165,6.8271039929729165,6.8271039929729165,3.2018902785024568,1.6388741958933448
85,1,454,6.773503152900418,6.773503152900418,6.773503152900418,1.6105011767554305,1.7191865427116513
86,1,474,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.417597510630939,1.54349324417563
87,1,456,7.264890136023706,7.264890136023706,7.264890136023706,1.4953347337361178,1.596699461200342
88,1,559,6.813629734706356,6.813629734706356,6.813629734706356,1.603296644412018,1.6560626986545395
89,1,430,6.770061691652533,6.770061691652533,6.770061691652533,1.5169145435369549,1.471738649221634
90,1,556,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.4279670575204588,1.592088528968481
91,1,387,7.309399034880526,7.309399034880526,7.309399034880526,1.4279670575204588,1.5502759779102264
92,1,630,6.816527579579455,6.816527579579455,6.816527579579455,1.5119825762833874,1.516342605110514
93,1,432,6.780202868351684,6.780202868351684,6.780202868351684,1.4354763748241173,1.6456915018951552
94,1,684,6.74890132178615,6.74890132178615,6.74890132178615,1.3660527061674617,1.6723743526444705
95,1,338,7.528894710067334,7.528894710067334,7.528894710067334,0.2231435513142097,1.4353240007204988
96,1,367,6.783251580997856,6.783251580997856,6.783251580997856,3.002571577204232,1.5791830475679804
97,1,471,7.470874589208563,7.470874589208563,7.470874589208563,1.978570152327296,1.5583326921109246
98,1,594,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.4849937364109353,1.7109628269995165
99,1,530,7.6613540288514,7.6613540288514,7.6613540288514,1.4849937364109353,1.6049333047111685
100,1,356,7.50773967659349,7.50773967659349,7.50773967659349,0.2231435513142097,1.6259615892127817
101,1,346,7.01825787657144,7.01825787657144,7.01825787657144,2.925528014880742,1.4186909063939048
102,1,319,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.4423838277709347,1.4946091629752212
103,1,304,7.6749263131142245,7.6749263131142245,7.6749263131142245,1.481604540924216,1.6160504961496402
104,1,380,7.547907427486809,7.547907427486809,7.547907427486809,2.0304416239700425,1.6198594969893065
105,1,465,0.040821994520255166,0.2231435513142097,0.5108256237659907,1.4396765503136646,1.5728160771832307
